number,name,position,height,weight,class,hometown
1,Darnell Edge,G,"6' 2""",185 lbs,SR,"Saugerties, NY"
2,Bassel Saliba Jr.,G,"6' 4""",190 lbs,FR,"Hackensack, NJ"
3,Jahlil Jenkins,G,"6' 0""",160 lbs,SO,"Ranson, WV"
5,Xzavier Malone-Key,G,"6' 4""",180 lbs,SO,"Philadelphia, PA"
10,Brandon Powell,G,"6' 2""",185 lbs,FR,"Middletown, NY"
11,Tyler Jones,G,"5' 11""",165 lbs,SO,"Lawrenceville, NJ"
12,Kaleb Bishop,F,"6' 8""",195 lbs,JR,"Paterson, NJ"
15,Oscar Okeke,C,"6' 11""",225 lbs,SO,"Abuja, Nigeria"
21,Elyjah Williams,F,"6' 7""",220 lbs,SO,"Evanston, IL"
22,Brian Fabre,G,"5' 10""",160 lbs,JR,"New York, NY"
24,Nadi Beciri,F,"6' 7""",215 lbs,SR,"Maywood, NJ"
33,Pat McNamara,G,"6' 5""",190 lbs,JR,"Arlington Heights, IL"
34,Mike Holloway Jr.,F,"6' 8""",245 lbs,SR,"Pittsgrove, NJ"
35,Marc Dadika,F,"6' 8""",210 lbs,FR,"Saddle Brook, NJ"
