number,name,position,height,weight,class,hometown
0,Berrick JeanLouis,F,"6' 4""",190 lbs,FR,"Lehigh Acres, FL"
1,Shunn Buchanan,G,"6' 0""",170 lbs,JR,"Durant, MS"
3,Terrell Brown,G,"6' 1""",165 lbs,JR,"Hayward, CA"
4,JoJo Zamora,G,"6' 2""",180 lbs,SR,"Oakland, CA"
5,Clayton Henry,G,"6' 4""",195 lbs,JR,"Calgary, AB"
10,Jabari Rice,G,"6' 4""",165 lbs,FR,"Houston, TX"
11,Keyon Jones,G,"6' 1""",195 lbs,SR,"Dorchester, MA"
12,AJ Harris,G,"5' 9""",170 lbs,JR,"Dayton, OH"
13,C.J. Bobbitt,F,"6' 7""",225 lbs,JR,"Killeen, TX"
15,Ivan Aurrecoechea,F,"6' 8""",240 lbs,JR,"Madrid, Spain"
20,Trevelin Queen,G,"6' 6""",190 lbs,JR,"Heritage Hills, MD"
21,Addison Wallace,G,"6' 3""",200 lbs,FR,"Cleburne, TX"
22,Eli Chuha,F,"6' 7""",230 lbs,SR,"Redlands, CA"
23,Mohamed Thiam,F,"6' 9""",210 lbs,JR,"Dakar, Senegal"
25,Robert Brown,F,"6' 9""",230 lbs,FR,"Dallas, TX"
35,Johnny McCants,F,"6' 7""",225 lbs,SO,"Las Cruces, NM"
NA,Junub Chuol,G,NA,NA,FR,"Omaha, NE"
NA,William McNair,F,"6' 10""",265 lbs,FR,"Philadelphia, PA"
NA,Tennessee Owens,G,"5' 11""",165 lbs,FR,"Las Cruces, NM"
