number,name,position,height,weight,class,hometown
0,D.J. Wilkins,G,"6' 2""",179 lbs,FR,"Merrillville, IN"
1,Samm Jones,G,"5' 11""",196 lbs,SO,"Minneapolis, MN"
2,Tremell Murphy,F,"6' 6""",202 lbs,JR,"Griffith, IN"
3,Garrett Sturtz,G,"6' 3""",175 lbs,FR,"Newton, IN"
4,Anthony Murphy,G,"6' 5""",189 lbs,JR,"Griffith, IN"
10,Luke Vaske,G,"6' 0""",182 lbs,FR,"Norwalk, IA"
11,Antonio Pilipovic,F,"6' 7""",228 lbs,SO,"Cologne, Germany"
12,Roman Penn,G,"5' 11""",180 lbs,SO,"Calumet City, IL"
13,Matt Gray,F,"6' 8""",224 lbs,FR,"Orange, Australia"
14,Noah Thomas,G,"6' 2""",163 lbs,SO,"Sydney, Australia"
20,Nick Norton,G,"5' 10""",170 lbs,SR,"Bloomington, IL"
21,Liam Robbins,F,"7' 0""",235 lbs,FR,"Davenport, IA"
22,Brady Ellingson,G,"6' 4""",191 lbs,SR,"Menomonee Falls, WI"
25,Connor Gholson,G,"6' 3""",182 lbs,FR,"Newton, IA"
35,Nick McGlynn,F,"6' 8""",244 lbs,SR,"Stoughton, WI"
