number,name,position,height,weight,class,hometown
0,Coletrane Washington,G,"6' 4""",170 lbs,FR,"Sewickley, PA"
1,Kurk Lee,G,"5' 9""",150 lbs,JR,"Baltimore, MD"
2,Jarvis Doles,F,"6' 9""",215 lbs,SO,"Baltimore, MD"
3,Troy Harper,G,"6' 1""",175 lbs,SR,"Philadelphia, PA"
4,Sam Green,F,"6' 6""",230 lbs,SO,"Bowie, MD"
5,Zach Walton,G/F,"6' 6""",205 lbs,JR,"Morton, WA"
11,Camren Wynter,G,"6' 2""",175 lbs,FR,"Hempstead, NY"
12,Jesse Reid III,G,"6' 2""",175 lbs,FR,"Bloomfield, NJ"
13,Tim Perry Jr.,F,"6' 10""",230 lbs,FR,"Cherry Hill, NJ"
15,Matey Juric,G,"5' 11""",193 lbs,FR,"Toronto, ON"
20,Julian Adams,G,"6' 1""",175 lbs,JR,"York, PA"
23,Trevor John,G,"6' 3""",190 lbs,SR,"Danville, CA"
24,Kevin Doi,G,"5' 9""",165 lbs,SR,"Rolling Hills Estates, CA"
30,Alihan Demir,F,"6' 9""",232 lbs,JR,"Ankara, Turkey"
32,Tadas Kararinas,F,"6' 10""",210 lbs,SO,"Silute, Lithuania"
51,James Butler,F,"6' 8""",242 lbs,SO,"Fairfax, VA"
