game_id,away,home,away_rank,home_rank,away_score,home_score,date
401408604,Wright State,   Arizona,16,1,70,87,2022-03-18
401408598,Delaware,   Villanova,15,2,60,80,2022-03-18
401408591,Jacksonville State,   Auburn,15,2,61,80,2022-03-18
401408592,CSU Fullerton,   Duke,15,2,61,78,2022-03-18
401408595,Yale,   Purdue,14,3,56,78,2022-03-18
401408602,Montana State,   Texas Tech,14,3,62,97,2022-03-18
401408594,Colgate,   Wisconsin,14,3,60,67,2022-03-18
401408601,UAB,   Houston,12,5,68,82,2022-03-18
401408600,Chattanooga,   Illinois,13,4,53,54,2022-03-18
401408590,Miami,   USC,10,7,66,68,2022-03-18
401408596,Virginia Tech,   Texas,11,6,73,81,2022-03-18
401408599,Loyola Chicago,   Ohio State,10,7,41,54,2022-03-18
401408605,Notre Dame,   Alabama,11,6,64,78,2022-03-18
401408597,Iowa State,   LSU,11,6,54,59,2022-03-18
401408593,Davidson,   Michigan State,10,7,73,74,2022-03-18
401408603,TCU,   Seton Hall,9,8,42,69,2022-03-18
