player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,location
5105848,D. Lilley,20,1,7,0,3,0,0,3,2,5,0,1,0,1,2,2,La Salle,American University,TRUE,TRUE,2024-11-04,H
4897066,A. Marrero,21,1,7,1,3,3,3,0,1,1,1,0,1,0,2,6,La Salle,American University,TRUE,TRUE,2024-11-04,H
4710357,D. Shepherd,26,4,5,0,1,2,4,0,4,4,0,0,1,0,0,10,La Salle,American University,TRUE,TRUE,2024-11-04,H
4433243,C. McKeithan,37,6,14,2,5,2,2,0,2,2,3,1,0,1,2,16,La Salle,American University,TRUE,TRUE,2024-11-04,H
4432514,J. White,35,5,8,1,1,4,4,1,5,6,1,2,0,1,2,15,La Salle,American University,TRUE,TRUE,2024-11-04,H
5105901,R. Zan,6,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,La Salle,American University,TRUE,FALSE,2024-11-04,H
4711692,M. Etienne,17,1,2,0,0,1,2,4,4,8,2,0,1,0,2,3,La Salle,American University,TRUE,FALSE,2024-11-04,H
5174608,T. Vahlberg Fasasi,20,3,4,1,2,0,0,0,4,4,0,1,0,0,2,7,La Salle,American University,TRUE,FALSE,2024-11-04,H
4873087,D. Jones,18,2,8,0,1,2,2,1,4,5,0,0,0,0,2,6,La Salle,American University,TRUE,FALSE,2024-11-04,H
NA,TEAM,NA,23,55,5,16,14,18,12,28,40,7,5,3,7,14,65,La Salle,American University,TRUE,FALSE,2024-11-04,H
