game_id,away,home,away_rank,home_rank,away_score,home_score,date
401175268,Loyola Marymount,Gonzaga,NA,2,67,85,2020-02-06
401170698,USC,Arizona,NA,23,80,85,2020-02-06
401170700,California,Colorado,NA,24,65,71,2020-02-06
401169567,Tulane,Houston,NA,25,62,75,2020-02-06
401172526,Green Bay,IUPUI,NA,NA,91,85,2020-02-06
401171517,South Carolina Upstate,UNC Asheville,NA,NA,71,84,2020-02-06
401171417,Charleston Southern,Longwood,NA,NA,63,71,2020-02-06
401171438,Gardner-Webb,Presbyterian,NA,NA,61,65,2020-02-06
401171460,Hampton,High Point,NA,NA,85,88,2020-02-06
401171704,William & Mary,Charleston,NA,NA,50,68,2020-02-06
401171790,James Madison,Drexel,NA,NA,67,78,2020-02-06
401171815,Towson,Delaware,NA,NA,78,84,2020-02-06
401171861,Elon,UNC Wilmington,NA,NA,62,56,2020-02-06
401172502,Detroit Mercy,Wright State,NA,NA,86,98,2020-02-06
401169565,UConn,Tulsa,NA,NA,72,56,2020-02-06
401169566,Cincinnati,Wichita State,NA,NA,80,79,2020-02-06
401170473,Stetson,Florida Gulf Coast,NA,NA,65,62,2020-02-06
401170474,North Florida,NJIT,NA,NA,82,75,2020-02-06
401170475,Lipscomb,North Alabama,NA,NA,73,71,2020-02-06
401170476,Liberty,Jacksonville,NA,NA,71,62,2020-02-06
401174829,Texas State,Coastal Carolina,NA,NA,100,63,2020-02-06
401175925,Southern Miss,Marshall,NA,NA,58,72,2020-02-06
401175974,UTSA,Old Dominion,NA,NA,85,81,2020-02-06
401176006,UTEP,Charlotte,NA,NA,64,68,2020-02-06
401176103,St. Francis (BKN),Bryant,NA,NA,60,73,2020-02-06
401176484,Mt. St. Mary's,Long Island University,NA,NA,67,63,2020-02-06
401176485,Robert Morris,Wagner,NA,NA,67,62,2020-02-06
401176486,St. Francis (PA),Sacred Heart,NA,NA,70,68,2020-02-06
401174828,UT Arlington,Appalachian State,NA,NA,50,57,2020-02-06
401169564,UCF,East Carolina,NA,NA,68,64,2020-02-06
401171030,Campbell,Winthrop,NA,NA,53,62,2020-02-06
401175146,Oakland,Northern Kentucky,NA,NA,70,73,2020-02-06
401176483,Merrimack,Fairleigh Dickinson,NA,NA,57,53,2020-02-06
401175943,North Texas,Middle Tennessee,NA,NA,75,70,2020-02-06
401173962,Murray State,Belmont,NA,NA,64,71,2020-02-06
401174830,Georgia State,Louisiana,NA,NA,78,80,2020-02-06
401175985,Rice,UAB,NA,NA,86,72,2020-02-06
401174471,Milwaukee,UIC,NA,NA,74,57,2020-02-06
401175561,UT Rio Grande Valley,UMKC,NA,NA,73,60,2020-02-06
401174831,Georgia Southern,UL Monroe,NA,NA,67,65,2020-02-06
401174997,Oral Roberts,North Dakota,NA,NA,68,74,2020-02-06
401175749,New Mexico State,Chicago State,NA,NA,71,49,2020-02-06
401174172,Jacksonville State,SE Missouri St,NA,NA,72,76,2020-02-06
401175084,Morehead State,SIU-Edwardsville,NA,NA,58,49,2020-02-06
401174054,Eastern Kentucky,Eastern Illinois,NA,NA,91,84,2020-02-06
401173893,Austin Peay,Tennessee State,NA,NA,68,70,2020-02-06
401175083,Tennessee Tech,UT Martin,NA,NA,62,74,2020-02-06
401175893,Louisiana Tech,Western Kentucky,NA,NA,54,65,2020-02-06
401166567,Idaho,Montana State,NA,NA,50,72,2020-02-06
401166570,Northern Colorado,Southern Utah,NA,NA,68,60,2020-02-06
401166566,Eastern Washington,Montana,NA,NA,82,92,2020-02-06
401166568,Northern Arizona,Idaho State,NA,NA,88,87,2020-02-06
401166569,Sacramento State,Weber State,NA,NA,66,70,2020-02-06
401170701,Stanford,Utah,NA,NA,56,64,2020-02-06
401171644,UC Davis,UC Irvine,NA,NA,72,83,2020-02-06
401175170,CSU Bakersfield,California Baptist,NA,NA,69,74,2020-02-06
401175184,BYU,Portland,NA,NA,85,54,2020-02-06
401175270,Santa Clara,Pepperdine,NA,NA,77,91,2020-02-06
401171685,Hawai'i,UC Santa Barbara,NA,NA,66,76,2020-02-06
401175269,Pacific,San Francisco,NA,NA,60,48,2020-02-06
401175271,Saint Mary's,San Diego,NA,NA,66,60,2020-02-06
401170699,UCLA,Arizona State,NA,NA,66,84,2020-02-06
