date,game_id,home,away
2005-11-08,253120183,Syracuse,Bethune-Cookman
2005-11-09,253130057,Florida,Saint Peter's
2005-11-09,253130183,Syracuse,Cornell
2005-11-10,253140057,Florida,Albany
2005-11-10,253142641,Texas Tech,San José St
2005-11-11,253152641,Texas Tech,Georgia Southern
2005-11-12,253160277,West Virginia,UL Monroe
2005-11-13,253170096,Kentucky,South Dakota State
2005-11-14,253180096,Kentucky,Lipscomb
2005-11-14,253180142,Missouri,Sam Houston State
2005-11-14,253180150,Duke,Boston University
2005-11-14,253182294,Iowa,Maryland-Eastern Shore
2005-11-15,253190026,UCLA,New Mexico State
2005-11-15,253190235,Memphis,Milwaukee
2005-11-15,253192294,Iowa,Colgate
2005-11-16,253200150,Duke,Seton Hall
2005-11-16,253200251,Texas,Samford
2005-11-17,253210026,UCLA,Temple
2005-11-17,253210154,Wake Forest,Florida
2005-11-17,253210333,Alabama,Memphis
2005-11-17,253212182,Drexel,Sam Houston State
2005-11-17,253212641,Texas Tech,Syracuse
2005-11-18,253220057,Florida,Syracuse
2005-11-18,253220084,Indiana,Nicholls
2005-11-18,253220120,Maryland,Fairleigh Dickinson
2005-11-18,253220135,Minnesota,North Dakota State
2005-11-18,253220158,Nebraska,Longwood
2005-11-18,253220197,Oklahoma State,UT Arlington
2005-11-18,253220356,Illinois,South Dakota State
2005-11-18,253222250,Gonzaga,Idaho
2005-11-18,253222426,Navy,Georgetown
2005-11-18,253222492,Pepperdine,UConn
2005-11-18,253222641,Texas Tech,Wake Forest
2005-11-19,253230097,Louisville,UT Martin
2005-11-19,253230150,Duke,Davidson
2005-11-19,253230201,Oklahoma,Samford
2005-11-19,253232132,Cincinnati,Murray State
2005-11-20,253240066,Iowa State,Mountain State University
2005-11-20,253240194,Ohio State,Chicago State
2005-11-21,253250041,UConn,Arkansas
2005-11-21,253250084,Indiana,Florida A&M
2005-11-21,253250096,Kentucky,Iowa
2005-11-21,253250120,Maryland,Gonzaga
2005-11-21,253250251,Texas,West Virginia
2005-11-21,253250275,Wisconsin,Old Dominion
2005-11-21,253252124,Chaminade,Michigan State
2005-11-21,253252305,Kansas,Arizona
2005-11-22,253260012,Arizona,UConn
2005-11-22,253260104,Boston University,Michigan
2005-11-22,253260127,Michigan State,Gonzaga
2005-11-22,253260153,North Carolina,Cleveland State
2005-11-22,253260194,Ohio State,Butler
2005-11-22,253260251,Texas,Iowa
2005-11-22,253260257,Richmond,Virginia
2005-11-22,253260356,Illinois,Texas Southern
2005-11-22,253262124,Chaminade,Maryland
2005-11-22,253262305,Kansas,Arkansas
2005-11-23,253270024,Stanford,San Francisco
2005-11-23,253270066,Iowa State,Portland State
2005-11-23,253270120,Maryland,Arkansas
2005-11-23,253270127,Michigan State,Arizona
2005-11-23,253270150,Duke,Drexel
2005-11-23,253270198,Oral Roberts,USC
2005-11-23,253270201,Oklahoma,Binghamton
2005-11-23,253270235,Memphis,UCLA
2005-11-23,253272124,Chaminade,Kansas
2005-11-23,253272250,Gonzaga,UConn
2005-11-23,253272306,Kansas State,New Mexico
2005-11-23,253272641,Texas Tech,Furman
2005-11-24,253280001,Alaska Anchorage,South Carolina
2005-11-25,253290057,Florida,Florida State
2005-11-25,253290066,Iowa State,Howard
2005-11-25,253290113,UMass,UAB
2005-11-25,253290150,Duke,Memphis
2005-11-25,253290153,North Carolina,UC Santa Barbara
2005-11-25,253290198,Oral Roberts,Marquette
2005-11-25,253290264,Washington,Loyola Marymount
2005-11-25,253290356,Illinois,Wichita State
2005-11-25,253292182,Drexel,UCLA
2005-11-25,253292309,Kent State,Rutgers
2005-11-26,253300038,Colorado,Saint Mary's
2005-11-26,253300066,Iowa State,Iona
2005-11-26,253300087,Notre Dame,NC State
2005-11-26,253300098,Western Kentucky,Georgia
2005-11-26,253300135,Minnesota,Chattanooga
2005-11-26,253300201,Oklahoma,Belmont
2005-11-26,253300251,Texas,UL Monroe
2005-11-26,253300277,West Virginia,LSU
2005-11-26,253300356,Illinois,Rutgers
2005-11-26,253302294,Iowa,UTSA
2005-11-26,253302641,Texas Tech,Morehead State
2005-11-26,253302710,Western Illinois,Indiana
2005-11-27,253310012,Arizona,Virginia
2005-11-27,253310120,Maryland,Nicholls
2005-11-27,253310127,Michigan State,Purdue Fort Wayne
2005-11-27,253310218,Temple,Miami
2005-11-28,253320009,Arizona State,UC Santa Barbara
2005-11-28,253320057,Florida,Alabama State
2005-11-28,253320194,Ohio State,Virginia Tech
2005-11-28,253320235,Memphis,Lamar
2005-11-29,253330026,UCLA,Albany
2005-11-29,253330041,UConn,Army
2005-11-29,253330052,Florida State,Purdue
2005-11-29,253330066,Iowa State,Northern Iowa
2005-11-29,253330096,Kentucky,High Point
2005-11-29,253330130,Michigan,Miami
2005-11-29,253330142,Missouri,UMKC
2005-11-29,253330153,North Carolina,Illinois
2005-11-29,253330154,Wake Forest,Wisconsin
2005-11-29,253330213,Penn State,Clemson
2005-11-29,253330251,Texas,UT Rio Grande Valley
2005-11-29,253332132,Cincinnati,Dayton
2005-11-30,253340008,Arkansas,Southern Miss
2005-11-30,253340084,Indiana,Duke
2005-11-30,253340120,Maryland,Minnesota
2005-11-30,253340127,Michigan State,Georgia Tech
2005-11-30,253340202,Tulsa,Oklahoma
2005-11-30,253340235,Memphis,Jackson State
2005-11-30,253340238,Vanderbilt,Oregon
2005-11-30,253340258,Virginia,Northwestern
2005-11-30,253342250,Gonzaga,Portland State
2005-11-30,253342294,Iowa,NC State
2005-12-01,253352305,Kansas,Nevada
2005-12-02,253360008,Arkansas,Missouri
2005-12-02,253360041,UConn,Texas Southern
2005-12-02,253362294,Iowa,Fairfield
2005-12-03,253370025,California,Akron
2005-12-03,253370057,Florida,UCF
2005-12-03,253370084,Indiana,Eastern Michigan
2005-12-03,253370087,Notre Dame,Michigan
2005-12-03,253370096,Kentucky,North Carolina
2005-12-03,253370097,Louisville,Prairie View A&M
2005-12-03,253370127,Michigan State,Little Rock
2005-12-03,253370183,Syracuse,TCU
2005-12-03,253370197,Oklahoma State,SMU
2005-12-03,253370204,Oregon State,UNLV
2005-12-03,253370222,Villanova,Oklahoma
2005-12-03,253370228,Clemson,South Carolina
2005-12-03,253370242,Rice,Utah
2005-12-03,253370248,Houston,Arizona
2005-12-03,253370251,Texas,UT Arlington
2005-12-03,253370265,Washington State,Kansas State
2005-12-03,253370339,Evansville,Purdue
2005-12-03,253370344,Mississippi State,Santa Clara
2005-12-03,253370356,Illinois,Xavier
2005-12-03,253372132,Cincinnati,Memphis
2005-12-03,253372294,Iowa,Valparaiso
2005-12-03,253372305,Kansas,Western Illinois
2005-12-03,253372483,Oregon,Georgetown
2005-12-03,253372539,San Francisco,Texas Tech
2005-12-04,253380059,Georgia Tech,Virginia
2005-12-04,253380097,Louisville,Arkansas State
2005-12-04,253380150,Duke,Virginia Tech
2005-12-04,253380264,Washington,Gonzaga
2005-12-05,253390009,Arizona State,Minnesota
2005-12-05,253390045,George Washington,Maryland
2005-12-05,253390097,Louisville,Richmond
2005-12-05,253390251,Texas,Rice
2005-12-05,253390356,Illinois,Little Rock
2005-12-06,253400008,Arkansas,Texas State
2005-12-06,253400127,Michigan State,Boston College
2005-12-06,253400282,Indiana State,Indiana
2005-12-06,253402083,Bucknell,Villanova
2005-12-06,253402247,Georgia State,Kentucky
2005-12-06,253402305,Kansas,Saint Joseph's
2005-12-06,253402507,Providence,Florida
2005-12-06,253402633,Tennessee,Appalachian State
2005-12-07,253410038,Colorado,Utah
2005-12-07,253410061,Georgia,Georgia Tech
2005-12-07,253410150,Duke,Pennsylvania
2005-12-07,253410153,North Carolina,Saint Louis
2005-12-07,253410275,Wisconsin,Green Bay
2005-12-07,253410333,Alabama,Notre Dame
2005-12-07,253412166,Davidson,Missouri
2005-12-07,253412184,Duquesne,Pittsburgh
2005-12-07,253412306,Kansas State,Colorado State
2005-12-07,253412641,Texas Tech,Louisiana Tech
2005-12-07,253412655,Tulane,TCU
2005-12-08,253420012,Arizona,Northern Arizona
2005-12-08,253420041,UConn,UMass
2005-12-08,253420356,Illinois,Georgetown
2005-12-08,253422250,Gonzaga,Washington State
2005-12-09,253430057,Florida,Bethune-Cookman
2005-12-09,253430066,Iowa State,Iowa
2005-12-10,253440012,Arizona,Saint Mary's
2005-12-10,253440021,San Diego State,Washington State
2005-12-10,253440026,UCLA,Nevada
2005-12-10,253440058,South Florida,Michigan
2005-12-10,253440061,Georgia,Georgia State
2005-12-10,253440082,UIC,Ole Miss
2005-12-10,253440096,Kentucky,Indiana
2005-12-10,253440097,Louisville,Akron
2005-12-10,253440127,Michigan State,Wichita State
2005-12-10,253440135,Minnesota,UNLV
2005-12-10,253440142,Missouri,Texas A&M-CC
2005-12-10,253440201,Oklahoma,Coppin State
2005-12-10,253440218,Temple,Alabama
2005-12-10,253440221,Pittsburgh,Penn State
2005-12-10,253440238,Vanderbilt,Cincinnati
2005-12-10,253440251,Texas,Duke
2005-12-10,253440259,Virginia Tech,St. John's
2005-12-10,253440264,Washington,New Mexico
2005-12-10,253440275,Wisconsin,Marquette
