number,name,position,height,weight,class,hometown
1,Nino Johnson,F,"6' 8""",NA,FR,NA
2,Marcus Brister,G,"6' 4""",NA,SR,NA
3,Nick Niemczyk,G,"6' 1""",NA,JR,NA
4,Corey Wilford,G,"6' 2""",NA,JR,NA
5,Telvin Wilkerson,G,"6' 4""",NA,FR,NA
11,Michael Porter,F,"6' 6""",NA,SO,NA
12,Logan Nutt,G,"5' 11""",NA,SR,NA
13,Lucas Nutt,G,"6' 1""",NA,SO,NA
15,Waylon Jones,F,"6' 9""",NA,SR,NA
23,Marland Smith,G,"6' 2""",NA,JR,NA
33,Tyler Stone,F,"6' 8""",NA,SO,NA
40,Zach House,C,"7' 0""",NA,SR,NA
42,Leon Powell,F,"6' 7""",NA,SR,NA
