number,name,position,height,weight,class,hometown
1,Jordan Baker,G,"6' 4""",NA,FR,NA
2,Dominic Redix,G,"6' 0""",NA,SO,NA
10,Joshua Lowery,G,"6' 3""",NA,JR,NA
11,Richard Branning,G,"6' 2""",NA,SR,NA
14,Dane Suttle Jr.,G,"6' 6""",NA,SR,NA
21,Hector Harold,F,"6' 7""",NA,SO,NA
23,Caleb Willis,G,"6' 2""",NA,JR,NA
24,Ramon Eaton,F,"6' 8""",NA,FR,NA
31,Nikolas Skouen,G,"6' 4""",NA,SO,NA
33,Don Martin,G,"6' 4""",NA,SR,NA
34,Manny Ochenje,F,"6' 9""",NA,FR,NA
41,Taylor Darby,F,"6' 8""",NA,SR,NA
44,Corbin Moore,C,"6' 10""",NA,SR,NA
55,Jan Maehlen,C,"7' 0""",NA,SO,NA
