number,name,position,height,weight,class,hometown
2,Zac Swansey,G,"6' 1""",NA,SR,NA
4,Liam McMorrow,C,"7' 0""",NA,SR,NA
5,Javon McKay,F,"6' 5""",NA,FR,NA
11,Terrell Barnes,F,"6' 8""",NA,JR,NA
12,Mitchell Hill,G,"6' 1""",NA,FR,NA
15,Riley Hunley,G,"6' 3""",NA,SR,NA
24,Chase Dunn,G,"5' 10""",NA,SO,NA
25,Jud Dillard,G,"6' 4""",NA,JR,NA
32,Bassey Inameti,F,"6' 8""",NA,SR,NA
33,Dennis Ogbe,F,"6' 7""",NA,SO,NA
42,Zach Bailey,G,"6' 1""",NA,SR,NA
55,Kevin Murphy,F,"6' 6""",NA,SR,NA
NA,Jud Dillard,,NA,NA,56.5,NA
