number,name,position,height,weight,class,hometown
0,Miguel Paul,G,"6' 1""",NA,JR,NA
1,Darrius Morrow,F,"6' 8""",NA,SR,NA
2,Maurice Kemp,G,"6' 8""",NA,JR,NA
3,Petar Torlak,G,"6' 2""",NA,SO,NA
10,Francis Edosomwan,G,"6' 4""",NA,FR,NA
11,Corvonn Gaines,G,"6' 4""",NA,JR,NA
12,Robert Sampson,F,"6' 8""",NA,SO,NA
20,Shamarr Bowden,G,"6' 4""",NA,JR,NA
22,Paris Roberts-Campbell,G,"6' 3""",NA,FR,NA
23,Erin Straughn,G,"6' 6""",NA,JR,NA
25,Austin Steed,F,"6' 8""",NA,SR,NA
35,Darius Morales,F,"6' 8""",NA,SO,NA
42,Yasin Kolo,C,"6' 10""",NA,FR,NA
