number,name,position,height,weight,class,hometown
3,Trey Lewis,G,"6' 1""",NA,FR,NA
5,Matt Glover,G,"6' 4""",NA,SO,NA
11,Jermaine Marshall,G,"6' 4""",NA,SO,NA
14,Kevin Montminy,G,"6' 3""",NA,FR,NA
20,Nick Colella,G,"6' 3""",NA,JR,NA
21,Sasa Borovnjak,F,"6' 9""",NA,SO,NA
23,Tim Frazier,G,"6' 1""",NA,JR,NA
24,Cammeron Woodyard,F,"6' 5""",NA,SR,NA
25,Jonathan Graham,F,"6' 8""",NA,FR,NA
32,Pat Ackerman,F,"6' 11""",NA,FR,NA
34,Alan Winiewski,F,"6' 9""",NA,SO,NA
35,Billy Oliver,F,"6' 8""",NA,JR,NA
43,Ross Travis,F,"6' 6""",NA,FR,NA
