number,name,position,height,weight,class,hometown
0,Jared Sullinger,F,"6' 9""",NA,SO,NA
1,Deshaun Thomas,F,"6' 7""",NA,SO,NA
2,Jordan Sibert,G,"6' 4""",NA,SO,NA
3,Shannon Scott,G,"6' 1""",NA,FR,NA
4,Aaron Craft,G,"6' 2""",NA,SO,NA
10,LaQuinton Ross,,"0""",NA,N/A,NA
12,Sam Thompson,F,"6' 7""",NA,FR,NA
15,J.D. Weatherspoon,F,"6' 6""",NA,SO,NA
23,Amir Williams,C,"6' 11""",NA,FR,NA
30,Evan Ravenel,F,"6' 8""",NA,JR,NA
32,Lenzelle Smith Jr.,G,"6' 4""",NA,SO,NA
44,William Buford,G,"6' 6""",NA,SR,NA
55,Trey McDonald,C,"6' 8""",NA,FR,NA
NA,Laquinton Ross,,"6' 8""",NA,FR,NA
NA,Laquinton Ross,,"6' 8""",NA,FR,NA
