number,name,position,height,weight,class,hometown
1,Chase Plummer,F,"6' 6""",NA,SO,NA
3,Quentin Jones,G,"6' 0""",NA,SO,NA
5,Joey Getz,G,"6' 0""",NA,FR,NA
10,Chris De La Rosa,G,"5' 10""",NA,SR,NA
11,Jarrel Lane,G,"6' 0""",NA,FR,NA
12,Ryan Cook,G,"6' 2""",NA,JR,NA
15,Brian Neller,G,"6' 4""",NA,JR,NA
21,Jamar Wertz,G,"6' 4""",NA,JR,NA
23,Jordan Wejnert,G,"6' 6""",NA,FR,NA
24,Will Wise,F,"6' 8""",NA,FR,NA
30,Adrian Satchell,F,"6' 5""",NA,JR,NA
32,Chandler Thomas,F,"6' 6""",NA,FR,NA
34,Jake Wasco,F,"6' 8""",NA,SR,NA
50,Nate Basalyga,C,"6' 9""",NA,FR,NA
