number,name,position,height,weight,class,hometown
0,Kene Anyigbo,F,"6' 5""",NA,SO,NA
1,Kevin Kaspar,G,"6' 0""",NA,FR,NA
3,Kahlil McDonald,G,"6' 3""",NA,SR,NA
5,Derrick Gordon,G,"6' 2""",NA,FR,NA
10,Caden Dickerson,G,"6' 4""",NA,JR,NA
11,Spence Sheldon,G,"5' 11""",NA,FR,NA
14,Jamal Crook,G,"6' 3""",NA,JR,NA
15,O'Karo Akamune,F,"6' 6""",NA,SO,NA
21,Nigel Snipes,F,"6' 5""",NA,FR,NA
22,Teeng Akol,C,"6' 11""",NA,JR,NA
24,Stephon Drane,F,"6' 7""",NA,SO,NA
25,Jay Starks,G,"6' 3""",NA,JR,NA
41,Vinny Zollo,F,"6' 8""",NA,FR,NA
44,George Fant,F,"6' 5""",NA,FR,NA
52,T.J. Price,G,"6' 3""",NA,FR,NA
