number,name,position,height,weight,class,hometown
1,Christian Gore,G,"6' 2""",NA,FR,NA
2,Josh Biber,F,"6' 5""",NA,SO,NA
3,Dockery Walker,F,"6' 7""",NA,SO,NA
5,Tyler Ponticelli,F,"6' 8""",NA,JR,NA
10,Jean Harris,G,"6' 2""",NA,SR,NA
12,Patrick Donnelly,G,"6' 2""",NA,JR,NA
14,Matt Sullivan,G,"6' 6""",NA,JR,NA
15,Stephen Albrecht,G,"6' 3""",NA,SO,NA
21,Lonji Yiljep,G,"6' 5""",NA,FR,NA
22,Sean McGonagill,G,"6' 1""",NA,SO,NA
23,Andrew McCarthy,F,"6' 8""",NA,JR,NA
25,Tellef Lundevall,F,"6' 5""",NA,JR,NA
50,Jon Schmidt,F,"6' 7""",NA,FR,NA
