number,name,position,height,weight,class,hometown
0,Bryant Mbamalu,G,"6' 2""",NA,SO,NA
1,Josh Brown,G,"6' 4""",NA,SR,NA
2,Elfrid Payton,G,"6' 3""",NA,FR,NA
3,Darnell Jackson,G,"6' 3""",NA,JR,NA
4,Scottie Farrington,F,"6' 7""",NA,SR,NA
5,J.J. Thomas,F,"6' 5""",NA,SO,NA
11,Donovan Williams,G,"6' 0""",NA,FR,NA
13,Alan-Michael Thompson,G,"6' 1""",NA,JR,NA
15,David Perez,G,"6' 3""",NA,SR,NA
20,Kentwan Smith,F,"6' 8""",NA,FR,NA
21,Darshawn McClellan,F,"6' 7""",NA,SR,NA
22,Raymone Andrews,G,"6' 2""",NA,JR,NA
23,Kadeem Coleby,C,"6' 9""",NA,JR,NA
