number,name,position,height,weight,class,hometown
0,Donta Harper,F,"6' 6""",NA,FR,NA
2,Jay Royster,G,"6' 0""",NA,JR,NA
3,David Brown,G,"6' 2""",NA,SR,NA
4,Tyler Strange,G,"5' 9""",NA,FR,NA
5,Stefon Johnson,F,"6' 6""",NA,JR,NA
10,Max Landis,G,"6' 1""",NA,FR,NA
11,Jason Dawson,G,"5' 10""",NA,JR,NA
15,Laron Buggs,G,"6' 1""",NA,SR,NA
24,Kevin Hartley,F,"6' 6""",NA,JR,NA
30,Jamal Mitchell,G,"6' 3""",NA,SO,NA
31,Santoine Butler,F,"6' 7""",NA,SO,NA
32,Tashan Newsome,G,"6' 3""",NA,JR,NA
33,Corey Hensley,F,"6' 8""",NA,FR,NA
54,Mike Byron,C,"6' 11""",NA,SO,NA
