number,name,position,height,weight,class,hometown
0,Rodney Clinkscales,G,"6' 1""",NA,SR,NA
1,Ryan Manuel,G,"6' 4""",NA,FR,NA
2,Shawn Williams,G,"6' 7""",NA,SO,NA
3,Leslee Smith,F,"6' 7""",NA,FR,NA
4,Kevin Dunleavy Jr.,G,"6' 3""",NA,FR,NA
5,Ricmonds Vilde,F,"6' 9""",NA,FR,NA
11,London Giles,G,"6' 3""",NA,JR,NA
12,Jeremiah Samarrippas,G,"5' 10""",NA,SO,NA
13,Aliaksei Patsevich,G,"6' 4""",NA,SR,NA
15,Cannen Cunningham,C,"6' 8""",NA,FR,NA
21,Jalen Jones,G,"6' 6""",NA,FR,NA
24,Robert Nyakundi,F,"6' 6""",NA,SR,NA
34,Jordan Walker,G,"6' 0""",NA,FR,NA
35,Eric Norman,F,"6' 6""",NA,FR,NA
