date,game_id,home,away
2008-01-29,280290023,San José St,CSU Bakersfield
2008-01-29,280290036,Colorado State,San Diego State
2008-01-29,280290066,Iowa State,Colorado
2008-01-29,280290154,Wake Forest,Miami
2008-01-29,280290195,Ohio,Central Michigan
2008-01-29,280290213,Penn State,Ohio State
2008-01-29,280290259,Virginia Tech,Florida State
2008-01-29,280290269,Marquette,South Florida
2008-01-29,280290333,Alabama,Tennessee
2008-01-29,280290338,Kennesaw State,Savannah St
2008-01-29,280292084,Buffalo,Western Michigan
2008-01-29,280292244,George Mason,VCU
2008-01-29,280292546,SE Missouri St,Austin Peay
2008-01-29,280292724,Wichita State,Missouri State
