player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,location
5174293,T. Ringgold,25,4,11,2,5,0,1,1,2,3,0,0,0,1,4,10,Tulane,USC,FALSE,TRUE,2025-04-01,N
5105807,G. Glenn III,39,5,9,0,1,0,2,0,4,4,0,3,0,6,4,10,Tulane,USC,FALSE,TRUE,2025-04-01,N
4684988,P. Daniels,17,0,1,0,0,0,0,2,3,5,0,1,0,1,5,0,Tulane,USC,FALSE,TRUE,2025-04-01,N
5107350,A. Woods,38,5,12,1,4,7,9,1,3,4,2,1,0,2,0,18,Tulane,USC,FALSE,TRUE,2025-04-01,N
5106280,R. Brumbaugh,39,3,14,2,6,3,4,1,4,5,7,3,0,2,0,11,Tulane,USC,FALSE,TRUE,2025-04-01,N
5240379,J. Teich,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,3,Tulane,USC,FALSE,FALSE,2025-04-01,N
5240378,KJ Greene,20,1,2,1,1,0,0,0,0,0,1,1,1,2,0,3,Tulane,USC,FALSE,FALSE,2025-04-01,N
5106640,J. Shapiro,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tulane,USC,FALSE,FALSE,2025-04-01,N
4897439,L. Stephens,18,0,5,0,4,5,6,0,2,2,0,2,0,0,3,5,Tulane,USC,FALSE,FALSE,2025-04-01,N
NA,TEAM,NA,19,56,7,22,15,22,7,19,26,10,11,1,14,16,60,Tulane,USC,FALSE,FALSE,2025-04-01,N
