number,name,position,height,weight,class,hometown
1,Isiah Umipig,G,"6' 0""",NA,SR,NA
2,Emerson Murray,G,"6' 3""",NA,SR,NA
10,Theo Turner,C,"6' 11""",NA,FR,NA
11,Deshaun Sunderhaus,F,"6' 9""",NA,JR,NA
12,Jadon Cohee,G,"6' 4""",NA,FR,NA
13,Emmanuel Chibuogwu,G,"6' 6""",NA,SO,NA
14,Jack Shaughessy,G,"6' 2""",NA,FR,NA
15,Shore Adenekan,F,"6' 9""",NA,SR,NA
21,William Powell,F,"6' 6""",NA,SO,NA
23,Manroop Clair,G,"6' 2""",NA,SO,NA
24,Jack Crook,C,"6' 11""",NA,JR,NA
33,Lewis Cramer,F,"6' 6""",NA,JR,NA
35,Jarell Flora,G,"6' 3""",NA,SR,NA
41,Aaron Menzies,C,"7' 3""",NA,FR,NA
