number,name,position,height,weight,class,hometown
1,Deshaun Thrower,G,"6' 2""",NA,FR,NA
3,Kameron Mitchell,G,"6' 4""",NA,SO,NA
10,Carson Puriefoy,G,"6' 0""",NA,JR,NA
12,Tyrell Sturdivant,F,"6' 7""",NA,FR,NA
20,Jameel Warney,F,"6' 8""",NA,JR,NA
21,Rayshaun McGrew,F,"6' 7""",NA,JR,NA
22,Bryan Sekunda,G,"6' 6""",NA,FR,NA
23,Chris Braley,F,"6' 5""",NA,SO,NA
24,Roland Nyama,F,"6' 6""",NA,FR,NA
32,Jakub Petras,F,"6' 11""",NA,FR,NA
33,Ryan Burnett,G,"6' 4""",NA,SO,NA
34,Lucas Woodhouse,G,"6' 2""",NA,JR,NA
35,Scott King,F,"6' 10""",NA,JR,NA
