number,name,position,height,weight,class,hometown
0,Quincy Tillinghaust,G,"6' 0""",NA,FR,NA
1,Kendall Gray,C,"6' 10""",NA,SR,NA
2,Kendal Williams,G,"6' 0""",NA,SR,NA
3,Scott Sill,F,"6' 9""",NA,SO,NA
4,Jamelle Christian,,"6' 1""",NA,SR,NA
5,Tyshawn Bell,F,"6' 7""",NA,SR,NA
10,Kavon Waller,F,"6' 5""",NA,FR,NA
11,Deandre Haywood,G,"6' 2""",NA,SO,NA
20,Gasevic Mrdjan,F,"6' 7""",NA,SO,NA
21,Larry Haley,G,"6' 3""",NA,JR,NA
22,Aric Dickerson,F,"6' 6""",NA,SO,NA
23,Jason Owens,F,"6' 6""",NA,JR,NA
25,Artem Tavakalyan,F,"6' 6""",NA,FR,NA
35,Todd Hughes,G,"6' 2""",NA,FR,NA
44,Amere May,G,"6' 3""",NA,SR,NA
55,Charles Burley,G,"5' 10""",NA,SR,NA
