number,name,position,height,weight,class,hometown
1,Derrick Colter,G,"5' 11""",NA,JR,NA
2,Eric James,G,"6' 5""",NA,FR,NA
3,Dominique McKoy,F,"6' 8""",NA,SR,NA
5,Tysean Powell,F,"6' 6""",NA,FR,NA
14,Christian Johnston,G,"5' 10""",NA,JR,NA
21,David Haus,G,"6' 2""",NA,FR,NA
22,Micah Mason,G,"6' 2""",NA,JR,NA
23,Jeremiah Jones,F,"6' 3""",NA,JR,NA
32,Desmond Ridenour,G,"6' 2""",NA,SO,NA
33,L.G. Gill,F,"6' 7""",NA,SO,NA
35,Jordan Stevens,G,"6' 0""",NA,JR,NA
44,Nick Foschia,F,"6' 4""",NA,JR,NA
45,Marshall Macheledt,F,"6' 9""",NA,FR,NA
54,Darius Lewis,C,"6' 11""",NA,SO,NA
55,Jordan Robinson,C,"6' 8""",NA,SO,NA
