number,name,position,height,weight,class,hometown
1,Shawn Simmons,G,"6' 4""",NA,FR,NA
2,Antonio Woods,G,"6' 1""",NA,FR,NA
3,Darnell Foreman,G,"6' 1""",NA,FR,NA
4,Jamal Lewis,G,"6' 0""",NA,JR,NA
10,Darien Nelson-Henry,C,"6' 11""",NA,JR,NA
11,Tony Hicks,G,"6' 1""",NA,JR,NA
13,Dylan Jones,F,"6' 8""",NA,SO,NA
14,Matt Poplawski,G,"5' 10""",NA,SO,NA
15,Camryn Crocker,G,"6' 3""",NA,SR,NA
21,Matt Hanessian,F,"6' 6""",NA,SR,NA
22,Mike Auger,F,"6' 7""",NA,FR,NA
23,Greg Louis,F,"6' 7""",NA,SR,NA
24,Matt Howard,G,"6' 4""",NA,SO,NA
30,Patrick Lucas-Perry,G,"5' 11""",NA,SR,NA
34,Sam Jones,F,"6' 7""",NA,FR,NA
40,Dan Dwyer,F,"6' 8""",NA,FR,NA
