number,name,position,height,weight,class,hometown
1,Chase Fischer,G,"6' 3""",NA,JR,NA
2,Jordan Ellis,G,"6' 1""",NA,JR,NA
3,Tyler Haws,G,"6' 5""",NA,SR,NA
5,Kyle Collinsworth,G,"6' 6""",NA,JR,NA
10,Ryan Andrus,F,"6' 11""",NA,FR,NA
12,Josh Sharp,F,"6' 7""",NA,SR,NA
15,Jake Toolson,G,"6' 5""",NA,FR,NA
20,Anson Winder,G,"6' 3""",NA,SR,NA
21,Kyle Davis,F,"6' 8""",NA,JR,NA
23,Skyler Halford,G,"6' 1""",NA,SR,NA
24,Frank Bartley IV,G,"6' 3""",NA,SO,NA
25,Jordan Chatman,G,"6' 5""",NA,FR,NA
30,Dalton Nixon,F,"6' 7""",NA,FR,NA
33,Nate Austin,F,"6' 11""",NA,SR,NA
35,Isaac Neilson,F,"6' 11""",NA,FR,NA
40,Jamal Aytes,F,"6' 6""",NA,SO,NA
41,Luke Worthington,F,"6' 10""",NA,SO,NA
44,Corbin Kaufusi,C,"6' 10""",NA,FR,NA
