number,name,position,height,weight,class,hometown
1,Anthony Hickey,G,"5' 11""",NA,SR,NA
2,Johnny O'Bryant III,F,"6' 9""",NA,SR,NA
3,Henry Shortess,G,"5' 9""",NA,SO,NA
3,Elbert Robinson Iii,C,"7' 1""",NA,FR,NA
4,Keith Hornsby,G,"6' 4""",NA,JR,NA
5,Josh Gray,G,"6' 1""",NA,SO,NA
11,Shane Hammink,F,"6' 7""",NA,JR,NA
12,Jarell Martin,F,"6' 9""",NA,SO,NA
13,Antonio Robinson,G,"6' 2""",NA,SR,NA
15,Jalyn Patterson,,"6' 1""",NA,FR,NA
20,Brian Bridgewater,F,"6' 9""",NA,SO,NA
21,Aaron Epps,,"6' 10""",NA,FR,NA
22,Darcy Malone,C,"7' 0""",NA,SO,NA
24,Malik Morgan,G,"6' 4""",NA,JR,NA
25,Jordan Mickey,F,"6' 8""",NA,SO,NA
31,John Odo,F,"6' 9""",NA,SR,NA
32,Carlton Speight,G,"6' 2""",NA,FR,NA
45,Brandon Eddlestone,F,"6' 8""",NA,SO,NA
55,Tim Quarterman,G,"6' 6""",NA,SO,NA
