number,name,position,height,weight,class,hometown
1,Derrick Brooks,G,"6' 2""",NA,FR,NA
2,Karl Cochran,G,"6' 1""",NA,SR,NA
3,John Swinton,G,"6' 1""",NA,SR,NA
4,Zach Korkowski,F,"6' 6""",NA,JR,NA
5,Eric Garcia,G,"5' 11""",NA,SO,NA
11,Bobby Perez,G,"5' 11""",NA,FR,NA
12,Jeremiah Tate,G,"6' 1""",NA,SO,NA
14,Spencer Collins,G,"6' 4""",NA,JR,NA
20,Jaylen Allen,G,"6' 3""",NA,SO,NA
24,Justin Gordon,F,"6' 7""",NA,JR,NA
31,CJ Neumann,F,"6' 7""",NA,JR,NA
33,Cameron Jackson,F,"6' 8""",NA,FR,NA
34,Lee Skinner,F,"6' 6""",NA,SR,NA
40,Eric Wagenlander,G,"6' 2""",NA,SO,NA
