number,name,position,height,weight,class,hometown
0,Phil Cofer,F,"6' 8""",NA,FR,NA
1,Devon Bookert,G,"6' 3""",NA,JR,NA
4,Dayshawn Watkins,G,"6' 0""",NA,SO,NA
5,Jarquez Smith,F,"6' 9""",NA,SO,NA
11,Kiel Turpin,C,"7' 0""",NA,SR,NA
15,Boris Bojanovsky,C,"7' 3""",NA,JR,NA
22,Xavier Rathan-Mayes,G,"6' 4""",NA,FR,NA
24,Robbie Berwick,G,"6' 4""",NA,FR,NA
25,Aaron Thomas,G,"6' 5""",NA,JR,NA
31,Michael Saxton,G,"6' 5""",NA,JR,NA
32,Montay Brandon,G,"6' 7""",NA,JR,NA
40,Brandon Allen,F,"6' 6""",NA,SO,NA
50,Michael Ojo,C,"7' 1""",NA,JR,NA
