number,name,position,height,weight,class,hometown
0,Ryan Bass,G,"5' 9""",NA,SR,NA
1,Darrell Davis,G,"6' 4""",NA,FR,NA
3,Kyle Davis,G,"6' 0""",NA,SO,NA
11,Scoochie Smith,G,"6' 2""",NA,SO,NA
12,Jalen Robinson,F,"6' 9""",NA,JR,NA
15,Nick Haldes,,NA,NA,N/A,NA
21,Dyshawn Pierre,F,"6' 6""",NA,JR,NA
22,Bobby Wehrli,F,"6' 6""",NA,JR,NA
24,Jordan Sibert,G,"6' 4""",NA,SR,NA
25,Kendall Pollard,F,"6' 6""",NA,SO,NA
40,Devon Scott,F,"6' 9""",NA,JR,NA
44,Joey Gruden,,"6' 2""",NA,SO,NA
51,William Dupuy,G,"5' 8""",NA,SO,NA
