number,name,position,height,weight,class,hometown
0,Donte Ingram,G,"6' 6""",NA,FR,NA
1,Jay Jay Elvir,,NA,NA,N/A,NA
2,Earl Peterson,G,"6' 3""",NA,JR,NA
4,Devon Turk,G,"6' 4""",NA,JR,NA
5,Joe Crisman,G,"6' 4""",NA,SR,NA
10,Jay Knuth,F,"6' 6""",NA,FR,NA
12,Julius Rajala,F,"6' 9""",NA,FR,NA
13,London Dokubo,G,"6' 0""",NA,SR,NA
14,Ben Richardson,G,"6' 3""",NA,FR,NA
22,Eric Porter,G,"5' 11""",NA,FR,NA
23,Jeff White,G,"6' 1""",NA,JR,NA
24,Montel James,F,"6' 7""",NA,JR,NA
32,Christian Thomas,F,"6' 5""",NA,SR,NA
34,Cal Kennedy,F,"6' 6""",NA,SO,NA
35,Milton Doyle,G,"6' 4""",NA,SO,NA
