number,name,position,height,weight,class,hometown
1,Kyle Vinales,G,"6' 1""",NA,SR,NA
1,George Davis,,"6' 0""",NA,N/A,NA
2,Juwan Newmen,F,"6' 8""",NA,SR,NA
3,Mustafa Jones,,"6' 7""",NA,FR,NA
3,Andrew Hurd,G,"5' 10""",NA,JR,NA
5,Kevin Seymour,,"6' 0""",NA,FR,NA
10,Corey Barrett,,NA,NA,N/A,NA
11,Malcolm McMillan,G,"6' 0""",NA,SR,NA
12,Khalen Cumberlander,G,"6' 3""",NA,JR,NA
13,Greg Andrade,G,"6' 0""",NA,SR,NA
15,Shakaris Laney,,"6' 4""",NA,FR,NA
21,Matt Mobley,G,"6' 1""",NA,SO,NA
22,Faronte Drakeford,F,"6' 7""",NA,SR,NA
34,Brandon Peel,F,"6' 7""",NA,JR,NA
