number,name,position,height,weight,class,hometown
0,Jontrell Walker,G,"6' 1""",NA,FR,NA
1,Derail Green,F,"6' 7""",NA,SO,NA
2,Mitchell Badillo,G,"5' 10""",NA,JR,NA
4,Kyle Hittle,G,"6' 4""",NA,JR,NA
5,Traylin Farris,F,"6' 8""",NA,FR,NA
10,Shawn Johnson,G,"6' 4""",NA,FR,NA
11,Denzel Livingston,G,"6' 4""",NA,SR,NA
12,Jerred Kite,C,"6' 11""",NA,SO,NA
15,Sam Burmeister,G,"6' 5""",NA,SO,NA
21,John Baker,F,"6' 5""",NA,SO,NA
22,Marcus Brock,G,"5' 11""",NA,SO,NA
23,Austin Henry,F,"6' 7""",NA,FR,NA
24,Phillip Johnson,G,"6' 4""",NA,SO,NA
32,Winslo Barry,F,"6' 10""",NA,SR,NA
