number,name,position,height,weight,class,hometown
0,Tyrel Hunt,G,"6' 6""",NA,JR,NA
2,Twann Oakley,,NA,NA,FR,NA
3,Denarius O'Dell,G,"6' 1""",NA,SO,NA
3,Tamarcio Wilson,G,"6' 2""",NA,JR,NA
5,Michael Davis,,"6' 1""",NA,JR,NA
10,Devonte Hampton,F,"6' 2""",NA,JR,NA
11,Juwan Henderson,,"5' 7""",NA,FR,NA
12,Jr. Barnes,,"6' 3""",NA,FR,NA
12,Terrance Birdie,G,"6' 0""",NA,JR,NA
13,Omar Beauperthuy,,"6' 8""",NA,JR,NA
14,Tavis Gibson,,"6' 1""",NA,SR,NA
15,Leantwan Luckett,G,"6' 5""",NA,SR,NA
20,Bassel Hartouch,,"6' 4""",NA,JR,NA
23,Kenyan Pittman,F,"6' 10""",NA,JR,NA
24,George Thomas,F,"6' 6""",NA,JR,NA
24,Reginald Johnson,,"6' 5""",NA,FR,NA
25,Decarlos Holmes,F,"6' 8""",NA,SO,NA
25,George Gudadze,,NA,NA,N/A,NA
30,Marquis Vance,F,"6' 7""",NA,SO,NA
35,Octavius Brown,F,"6' 8""",NA,SR,NA
55,Corey Young,F,"6' 6""",NA,SR,NA
