number,name,position,height,weight,class,hometown
0,D.J. MacLeay,F,"6' 6""",NA,SO,NA
1,Joshea Singleton,G,"6' 3""",NA,SR,NA
2,Stephen Brown,G,"5' 11""",NA,FR,NA
3,Steven Kaspar,G,"6' 3""",NA,SR,NA
5,John Azzinaro,G,"5' 11""",NA,SO,NA
12,J.C. Show,G,"6' 2""",NA,FR,NA
14,Chris Hass,G,"6' 5""",NA,JR,NA
20,Nana Foulland,C,"6' 9""",NA,FR,NA
22,Cory Starkey,F,"6' 8""",NA,SR,NA
23,Zach Thomas,F,"6' 6""",NA,FR,NA
25,Matt Banas,F,"6' 9""",NA,JR,NA
32,Ryan Frazier,G,"6' 0""",NA,JR,NA
44,Ben Oberfeld,C,"6' 9""",NA,SO,NA
50,Dom Hoffman,F,"6' 7""",NA,JR,NA
