number,name,position,height,weight,class,hometown
2,Deuce Bello,G,"6' 4""",NA,SR,NA
3,Johnathan Williams III,F,"6' 9""",NA,SO,NA
4,Tramaine Isabell,G,"6' 0""",NA,FR,NA
5,D'Angelo Allen,F,"6' 7""",NA,FR,NA
11,Jimmy Barton,G,"5' 9""",NA,SO,NA
12,Namon Wright,G,"6' 5""",NA,FR,NA
13,Montaque Gill-Caesar,G,"6' 6""",NA,FR,NA
14,Keith Shamburger,G,"5' 11""",NA,SR,NA
15,Wes Clark,G,"6' 0""",NA,SO,NA
23,Jakeenan Gant,F,"6' 8""",NA,FR,NA
42,Hayden Barnard,F,"6' 10""",NA,SO,NA
44,Ryan Rosburg,F,"6' 10""",NA,JR,NA
45,Keanau Post,F,"6' 11""",NA,SR,NA
