number,name,position,height,weight,class,hometown
0,Kevin Punter,G,"6' 4""",NA,JR,NA
1,Josh Richardson,G,"6' 6""",NA,SR,NA
3,Robert Hubbs III,G,"6' 6""",NA,SO,NA
4,Armani Moore,F,"6' 5""",NA,JR,NA
5,Ian Chiles,G,"6' 1""",NA,SR,NA
11,Tariq Owens,F,"6' 10""",NA,FR,NA
15,Detrick Mostella,G,"6' 3""",NA,FR,NA
21,Jabari McGhee,F,"6' 8""",NA,FR,NA
23,Derek Reese,F,"6' 8""",NA,JR,NA
24,Willie Carmichael III,F,"6' 8""",NA,FR,NA
25,Galen Campbell,G,"6' 2""",NA,JR,NA
33,Brandon Lopez,G,"6' 1""",NA,SR,NA
34,Devon Baulkman,G,"6' 5""",NA,JR,NA
55,Dominic Woodson,F,"6' 10""",NA,SO,NA
