number,name,position,height,weight,class,hometown
0,David Andoh,F,"6' 7""",NA,JR,NA
1,Jordan Dembley,G,"6' 1""",NA,FR,NA
2,A.C. Reid,G,"6' 5""",NA,FR,NA
3,Calvin Hoffman,G,"6' 0""",NA,FR,NA
5,Ryan Kemrite,G,"6' 4""",NA,SO,NA
11,Andrew Smith,F,"6' 9""",NA,SR,NA
12,Tomasz Gielo,F,"6' 9""",NA,SR,NA
13,James Johnson,F,"6' 10""",NA,SR,NA
14,Theo Johnson,F,"6' 7""",NA,JR,NA
15,Ethan Layer,G,"6' 1""",NA,SR,NA
23,Joe Retic,G,"6' 3""",NA,JR,NA
24,Ezra Talbert,,"6' 8""",NA,SR,NA
31,Peter Moller,G,"6' 3""",NA,FR,NA
32,Evan Maxwell,C,"6' 10""",NA,FR,NA
