number,name,position,height,weight,class,hometown
0,Mike Kirkland,F,"6' 7""",NA,JR,NA
0,Justin Jenkins,G,"6' 2""",NA,JR,NA
1,Andrew Leone,,"5' 6""",NA,FR,NA
1,Jerome Segura,,"5' 11""",NA,FR,NA
3,Tyler Nelson,,"6' 3""",NA,FR,NA
4,Jared Harper,,"6' 1""",NA,FR,NA
5,Lincoln Davis,G,"6' 3""",NA,SO,NA
5,Demarcus Threatt,,NA,NA,N/A,NA
14,Marcus Gilbert,F,"6' 6""",NA,JR,NA
20,K.J. Rose,G,"6' 1""",NA,SO,NA
21,Amadou Sidibe,F,"6' 8""",NA,JR,NA
23,Steve Johnston,C,"4' 0""",NA,SR,NA
24,Doug Chappell,G,"6' 2""",NA,SO,NA
25,Steve Smith,F,"6' 9""",NA,SO,NA
33,Matt Hill,,"6' 6""",NA,FR,NA
35,Coleman Johnson,F,"6' 6""",NA,JR,NA
40,Kevin Degnan,,"6' 7""",NA,FR,NA
44,Malcolm Gilbert,C,"6' 11""",NA,SR,NA
55,Sean Grennan,G,"6' 3""",NA,SR,NA
