number,name,position,height,weight,class,hometown
0,Nate Britt,G,"5' 11""",NA,SO,NA
1,Theo Pinson,G,"6' 6""",NA,FR,NA
2,Joel Berry II,G,"6' 0""",NA,FR,NA
3,Kennedy Meeks,F,"6' 9""",NA,SO,NA
4,Luke Davis,G,"6' 0""",NA,SR,NA
5,Marcus Paige,G,"6' 0""",NA,JR,NA
11,Brice Johnson,F,"6' 9""",NA,JR,NA
13,J.P. Tokoto,F,"6' 5""",NA,JR,NA
14,Desmond Hubert,F,"6' 10""",NA,SR,NA
21,Jackson Simmons,F,"6' 7""",NA,SR,NA
22,Isaiah Hicks,F,"6' 8""",NA,SO,NA
24,Sasha Seymore,F,"6' 6""",NA,SR,NA
25,Justin Coleman,G,"6' 1""",NA,JR,NA
42,Joel James,F,"6' 10""",NA,JR,NA
43,Spenser Dalton,G,"6' 3""",NA,JR,NA
44,Justin Jackson,F,"6' 8""",NA,FR,NA
45,Stilman White,G,"6' 0""",NA,SO,NA
