date,game_id,home,away
2012-11-09,323140002,Auburn,Purdue Fort Wayne
2012-11-09,323140008,Arkansas,Sam Houston State
2012-11-09,323140024,Stanford,San Francisco
2012-11-09,323140026,UCLA,Indiana State
2012-11-09,323140030,USC,Coppin State
2012-11-09,323140036,Colorado State,Montana
2012-11-09,323140038,Colorado,Wofford
2012-11-09,323140041,UConn,Michigan State
2012-11-09,323140052,Florida State,South Alabama
2012-11-09,323140055,Jacksonville State,Reinhardt
2012-11-09,323140059,Georgia Tech,Tulane
2012-11-09,323140061,Georgia,Jacksonville
2012-11-09,323140066,Iowa State,Southern
2012-11-09,323140070,Idaho,Wright State
2012-11-09,323140071,Bradley,Eastern Illinois
2012-11-09,323140084,Indiana,Bryant
2012-11-09,323140085,IUPUI,Utah Valley
2012-11-09,323140093,Murray State,Brescia
2012-11-09,323140096,Kentucky,Maryland
2012-11-09,323140108,Harvard,MIT
2012-11-09,323140111,Northeastern,Boston University
2012-11-09,323140130,Michigan,Slippery Rock
2012-11-09,323140135,Minnesota,American
2012-11-09,323140139,Saint Louis,South Carolina Upstate
2012-11-09,323140145,Ole Miss,Mississippi Valley State
2012-11-09,323140150,Duke,Georgia State
2012-11-09,323140154,Wake Forest,Radford
2012-11-09,323140156,Creighton,North Texas
2012-11-09,323140164,Rutgers,Saint Peter's
2012-11-09,323140189,Bowling Green,Lake Erie College
2012-11-09,323140197,Oklahoma State,UC Davis
2012-11-09,323140204,Oregon State,Niagara
2012-11-09,323140219,Pennsylvania,UMBC
2012-11-09,323140221,Pittsburgh,Mt. St. Mary's
2012-11-09,323140227,Rhode Island,Norfolk State
2012-11-09,323140232,Charleston,Towson
2012-11-09,323140245,Texas A&M,Louisiana Tech
2012-11-09,323140248,Houston,Florida A&M
2012-11-09,323140251,Texas,Fresno State
2012-11-09,323140252,BYU,Tennessee State
2012-11-09,323140257,Richmond,Liberty
2012-11-09,323140270,Milwaukee,University of Mary
2012-11-09,323140276,Marshall,Longwood
2012-11-09,323140301,San Diego,San Diego Christian
2012-11-09,323140305,DePaul,UC Riverside
2012-11-09,323140314,Iona,Denver
2012-11-09,323140326,Texas State,Fordham
2012-11-09,323140333,Alabama,South Dakota State
2012-11-09,323140344,Troy,Mississippi State
2012-11-09,323142031,Little Rock,UT Martin
2012-11-09,323142057,Lipscomb,Belmont
2012-11-09,323142166,Davidson,Emory
2012-11-09,323142174,Detroit Mercy,Northern Michigan
2012-11-09,323142198,Eastern Kentucky,Cincinnati Christian
2012-11-09,323142199,Eastern Michigan,Rochester College
2012-11-09,323142244,George Mason,Virginia
2012-11-09,323142250,Gonzaga,Southern Utah
2012-11-09,323142272,High Point,UNC Greensboro
2012-11-09,323142277,Arkansas-Pine Bluff,Houston Baptist
2012-11-09,323142294,Iowa,UT Rio Grande Valley
2012-11-09,323142305,Kansas,SE Missouri St
2012-11-09,323142306,Kansas State,North Dakota
2012-11-09,323142351,Loyola Marymount,Pacifica College
2012-11-09,323142352,Loyola (MD),Binghamton
2012-11-09,323142368,Marist,Stony Brook
2012-11-09,323142393,Middle Tennessee,Alabama State
2012-11-09,323142405,Monmouth,Hofstra
2012-11-09,323142426,Navy,Marymount VA
2012-11-09,323142427,UNC Asheville,Western Carolina
2012-11-09,323142429,Charlotte,Charleston Southern
2012-11-09,323142448,North Carolina A&T,Greensboro
2012-11-09,323142449,North Dakota State,Valley City State
2012-11-09,323142502,Portland State,Pacific Oregon
2012-11-09,323142509,Purdue,Bucknell
2012-11-09,323142520,Rider,Robert Morris
2012-11-09,323142550,Seton Hall,UMKC
2012-11-09,323142561,Siena,Vermont
2012-11-09,323142623,Missouri State,Philander Smith
2012-11-09,323142628,TCU,Cal Poly
2012-11-09,323142633,Tennessee,Kennesaw State
2012-11-09,323142638,UTEP,Oral Roberts
2012-11-09,323142670,VCU,Florida Gulf Coast
2012-11-09,323142674,Valparaiso,Georgia Southern
2012-11-09,323142692,Weber State,Arizona Christian
2012-11-09,323142934,CSU Bakersfield,UT Arlington
2012-11-10,323140062,Hawai'i,Maryland-Eastern Shore
2012-11-10,323150043,Yale,Sacred Heart
2012-11-10,323150045,George Washington,Youngstown St
2012-11-10,323150058,South Florida,UCF
2012-11-10,323150142,Missouri,SIU-Edwardsville
2012-11-10,323150159,Dartmouth,Maine
2012-11-10,323150160,New Hampshire,Suffolk University
2012-11-10,323150172,Cornell,Western Michigan
2012-11-10,323150195,Ohio,Portland
2012-11-10,323150231,Furman,Columbia
2012-11-10,323150238,Vanderbilt,Nicholls
2012-11-10,323150259,Virginia Tech,East Tennessee State
2012-11-10,323150279,Pacific,Holy Names
2012-11-10,323150300,UC Irvine,Nevada
2012-11-10,323150349,Army,Air Force
2012-11-10,323150357,Texas A&M-CC,Texas Lutheran
2012-11-10,323152084,Buffalo,Princeton
2012-11-10,323152086,Butler,Elon
2012-11-10,323152115,Central Connecticut,Fairfield
2012-11-10,323152168,Dayton,Arkansas State
2012-11-10,323152181,Drake,William Jewell
2012-11-10,323152325,La Salle,Delaware
2012-11-10,323152382,Mercer,Sewanee
