game_id,away,home,away_rank,home_rank,away_score,home_score,date
401169753,Kansas,Baylor,3,1,64,61,2020-02-22
401175189,Gonzaga,BYU,2,23,78,91,2020-02-22
401173792,UNLV,San Diego State,NA,4,66,63,2020-02-22
401170308,Duquesne,Dayton,NA,5,70,80,2020-02-22
401168368,Virginia Tech,Duke,NA,6,64,88,2020-02-22
401168529,Florida State,NC State,8,NA,67,61,2020-02-22
401166363,Florida,Kentucky,NA,10,59,65,2020-02-22
401168501,North Carolina,Louisville,NA,11,55,72,2020-02-22
401169786,Villanova,Xavier,12,NA,64,55,2020-02-22
401166360,Tennessee,Auburn,NA,13,66,73,2020-02-22
401170726,Oregon,Arizona,14,24,73,72,2020-02-22
401169755,West Virginia,TCU,17,NA,60,67,2020-02-22
401170728,UCLA,Colorado,NA,18,70,63,2020-02-22
401168420,Marquette,Providence,19,NA,72,84,2020-02-22
401169484,Houston,Memphis,22,NA,59,60,2020-02-22
401168487,Virginia,Pittsburgh,NA,NA,59,56,2020-02-22
401169483,Tulane,UCF,NA,NA,75,74,2020-02-22
401175580,Wofford,Furman,NA,NA,66,67,2020-02-22
401175802,UNC Greensboro,VMI,NA,NA,71,68,2020-02-22
401212057,Middle Tennessee,Southern Miss,NA,NA,61,53,2020-02-22
401166361,Missouri,Arkansas,NA,NA,68,78,2020-02-22
401171463,Hampton,Winthrop,NA,NA,87,81,2020-02-22
401172703,Eastern Michigan,Ball State,NA,NA,55,64,2020-02-22
401175194,California Baptist,Chicago State,NA,NA,95,53,2020-02-22
401172256,Navy,Army,NA,NA,75,86,2020-02-22
401171795,Northeastern,Drexel,NA,NA,77,68,2020-02-22
401171863,Elon,Towson,NA,NA,71,84,2020-02-22
401172698,Toledo,Western Michigan,NA,NA,68,59,2020-02-22
401166238,Michigan,Purdue,NA,NA,71,63,2020-02-22
401169754,Texas,Kansas State,NA,NA,70,59,2020-02-22
401175151,Northern Kentucky,Youngstown St,NA,NA,61,59,2020-02-22
401174857,South Alabama,Coastal Carolina,NA,NA,74,71,2020-02-22
401169485,SMU,Tulsa,NA,NA,57,79,2020-02-22
401172481,Wright State,Cleveland State,NA,NA,81,74,2020-02-22
401174860,Georgia Southern,UT Arlington,NA,NA,81,61,2020-02-22
401175015,Omaha,Western Illinois,NA,NA,93,86,2020-02-22
401175092,Tennessee State,Morehead State,NA,NA,63,66,2020-02-22
401175093,Murray State,SIU-Edwardsville,NA,NA,59,58,2020-02-22
401175490,East Tennessee State,Samford,NA,NA,80,74,2020-02-22
401174859,Louisiana,UL Monroe,NA,NA,77,83,2020-02-22
401173605,Loyola Chicago,Missouri State,NA,NA,62,74,2020-02-22
401166362,Mississippi State,Texas A&M,NA,NA,75,87,2020-02-22
401168543,Georgia Tech,Syracuse,NA,NA,72,79,2020-02-22
401170496,Florida Gulf Coast,NJIT,NA,NA,55,39,2020-02-22
401170309,UMass,Fordham,NA,NA,57,49,2020-02-22
401170310,La Salle,George Washington,NA,NA,72,62,2020-02-22
401169756,Oklahoma,Oklahoma State,NA,NA,66,83,2020-02-22
401172699,Miami (OH),Akron,NA,NA,65,75,2020-02-22
401172383,William & Mary,James Madison,NA,NA,78,74,2020-02-22
401171820,Hofstra,Delaware,NA,NA,78,62,2020-02-22
401170855,Hartford,Binghamton,NA,NA,75,74,2020-02-22
401173790,San Jos̩ St,Colorado State,NA,NA,71,78,2020-02-22
401173791,Wyoming,Air Force,NA,NA,78,72,2020-02-22
401173057,Nicholls,Central Arkansas,NA,NA,65,84,2020-02-22
401174855,Troy,Appalachian State,NA,NA,59,68,2020-02-22
401175549,Grand Canyon,Utah Valley,NA,NA,80,92,2020-02-22
401175688,South Carolina State,Bethune-Cookman,NA,NA,65,69,2020-02-22
401175706,Delaware State,Coppin State,NA,NA,86,98,2020-02-22
401175737,Norfolk State,Florida A&M,NA,NA,63,66,2020-02-22
401175763,Howard,North Carolina A&T,NA,NA,67,71,2020-02-22
401175778,Maryland-Eastern Shore,North Carolina Central,NA,NA,55,74,2020-02-22
401212053,Louisiana Tech,North Texas,NA,NA,73,71,2020-02-22
401174458,IUPUI,UIC,NA,NA,72,77,2020-02-22
401173898,Austin Peay,Eastern Illinois,NA,NA,80,83,2020-02-22
401173531,Drake,Illinois State,NA,NA,53,57,2020-02-22
401173037,New Orleans,McNeese,NA,NA,82,77,2020-02-22
401175369,Mercer,Chattanooga,NA,NA,85,80,2020-02-22
401171519,Presbyterian,UNC Asheville,NA,NA,64,75,2020-02-22
401171545,South Carolina Upstate,Radford,NA,NA,60,81,2020-02-22
401172700,Ohio,Bowling Green,NA,NA,61,62,2020-02-22
401172701,Central Michigan,Northern Illinois,NA,NA,81,82,2020-02-22
401170305,Saint Joseph's,George Mason,NA,NA,55,62,2020-02-22
401170493,Lipscomb,North Florida,NA,NA,74,82,2020-02-22
401166590,Sacramento State,Idaho,NA,NA,67,56,2020-02-22
401172956,Abilene Christian,SE Louisiana,NA,NA,75,69,2020-02-22
401171036,Campbell,Gardner-Webb,NA,NA,61,73,2020-02-22
401170495,Stetson,Liberty,NA,NA,49,77,2020-02-22
401175094,SE Missouri St,Tennessee Tech,NA,NA,62,71,2020-02-22
401174196,UT Martin,Jacksonville State,NA,NA,58,72,2020-02-22
401174856,Little Rock,Arkansas State,NA,NA,81,78,2020-02-22
401174858,Georgia State,Texas State,NA,NA,76,86,2020-02-22
401166589,Northern Arizona,Eastern Washington,NA,NA,70,80,2020-02-22
401173243,Stephen F. Austin,Incarnate Word,NA,NA,80,56,2020-02-22
401176301,Texas Southern,Mississippi Valley State,NA,NA,94,92,2020-02-22
401170306,Rhode Island,Davidson,NA,NA,75,77,2020-02-22
401172995,Texas A&M-CC,Lamar,NA,NA,62,79,2020-02-22
401172273,Brown,Cornell,NA,NA,45,63,2020-02-22
401170729,California,Washington,NA,NA,52,87,2020-02-22
401169757,Texas Tech,Iowa State,NA,NA,87,57,2020-02-22
401170494,Kennesaw State,Jacksonville,NA,NA,55,69,2020-02-22
401168594,Clemson,Boston College,NA,NA,82,64,2020-02-22
401166364,Georgia,Vanderbilt,NA,NA,80,78,2020-02-22
401166365,LSU,South Carolina,NA,NA,86,80,2020-02-22
401176342,Southern,Alabama State,NA,NA,56,44,2020-02-22
401175286,Pepperdine,San Francisco,NA,NA,61,63,2020-02-22
401176235,Jackson State,Grambling,NA,NA,61,63,2020-02-22
401170307,Richmond,St. Bonaventure,NA,NA,71,75,2020-02-22
401173014,Houston Baptist,Sam Houston State,NA,NA,73,77,2020-02-22
401172290,Yale,Columbia,NA,NA,83,65,2020-02-22
401172326,Princeton,Dartmouth,NA,NA,65,62,2020-02-22
401172337,Pennsylvania,Harvard,NA,NA,65,69,2020-02-22
401170926,Maine,Stony Brook,NA,NA,46,54,2020-02-22
401170966,New Hampshire,Albany,NA,NA,68,56,2020-02-22
401170995,UMBC,Vermont,NA,NA,66,64,2020-02-22
401171708,Charleston,UNC Wilmington,NA,NA,55,68,2020-02-22
401171625,Hawai'i,Long Beach State,NA,NA,60,64,2020-02-22
401171483,High Point,Longwood,NA,NA,54,57,2020-02-22
401212058,Rice,UTEP,NA,NA,62,68,2020-02-22
401176174,Alcorn State,Alabama A&M,NA,NA,61,71,2020-02-22
