game_id,date,home,away,play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,naive_win_prob,home_time_out_remaining,away_time_out_remaining,home_favored_by,total_line,referees,arena_location,arena,capacity,attendance,shot_x,shot_y,shot_team,shot_outcome,shooter,assist,three_pt,free_throw,possession_before,possession_after,wrong_time
401258253,2021-02-13,Tennessee Tech,Eastern Illinois,1,1,20:00,2400,2400,PLAY,0,0,0,0,0.5200431317211145,0.5,4,4,0.5,140,"c(""Rick Shoulders"", "" Brett Miles"", "" Jeff O'Malley"")","Cookeville, TN",Hooper Eblen Center,7500,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eastern Illinois,NA
401258253,2021-02-13,Tennessee Tech,Eastern Illinois,2,1,19:45,2385,2385,Mack Smith missed Three Point Jumper.,0,0,0,15,0.5200130726825424,0.5,4,4,0.5,140,"c(""Rick Shoulders"", "" Brett Miles"", "" Jeff O'Malley"")","Cookeville, TN",Hooper Eblen Center,7500,550,NA,NA,Eastern Illinois,missed,Mack Smith,NA,TRUE,FALSE,Eastern Illinois,Tennessee Tech,FALSE
401258253,2021-02-13,Tennessee Tech,Eastern Illinois,3,1,19:34,2374,2374,Shandon Goldman Defensive Rebound.,0,0,0,11,0.5199906851108247,0.5,4,4,0.5,140,"c(""Rick Shoulders"", "" Brett Miles"", "" Jeff O'Malley"")","Cookeville, TN",Hooper Eblen Center,7500,550,NA,NA,NA,NA,NA,NA,NA,NA,Eastern Illinois,Tennessee Tech,FALSE
401258253,2021-02-13,Tennessee Tech,Eastern Illinois,4,1,19:33,2373,2373,Austin Harvell made Three Point Jumper. Assisted by CJ Gettelfinger.,3,0,3,1,0.5862029397890883,0.5666738417586205,4,4,0.5,140,"c(""Rick Shoulders"", "" Brett Miles"", "" Jeff O'Malley"")","Cookeville, TN",Hooper Eblen Center,7500,550,NA,NA,Tennessee Tech,made,Austin Harvell,CJ Gettelfinger,TRUE,FALSE,Tennessee Tech,Eastern Illinois,FALSE
401258253,2021-02-13,Tennessee Tech,Eastern Illinois,5,1,19:21,2361,2361,Henry Abraham missed Three Point Jumper.,3,0,3,12,0.5865556857138917,0.5670553232560631,4,4,0.5,140,"c(""Rick Shoulders"", "" Brett Miles"", "" Jeff O'Malley"")","Cookeville, TN",Hooper Eblen Center,7500,550,NA,NA,Eastern Illinois,missed,Henry Abraham,NA,TRUE,FALSE,Eastern Illinois,Tennessee Tech,FALSE
401258253,2021-02-13,Tennessee Tech,Eastern Illinois,6,1,19:18,2358,2358,Shandon Goldman Defensive Rebound.,3,0,3,3,0.586644258588382,0.5671511413674236,4,4,0.5,140,"c(""Rick Shoulders"", "" Brett Miles"", "" Jeff O'Malley"")","Cookeville, TN",Hooper Eblen Center,7500,550,NA,NA,NA,NA,NA,NA,NA,NA,Eastern Illinois,Tennessee Tech,FALSE
401258253,2021-02-13,Tennessee Tech,Eastern Illinois,7,1,19:05,2345,2345,Jr. Clay made Three Point Jumper. Assisted by Shandon Goldman.,6,0,6,13,0.6510452659304979,0.6327130954793688,4,4,0.5,140,"c(""Rick Shoulders"", "" Brett Miles"", "" Jeff O'Malley"")","Cookeville, TN",Hooper Eblen Center,7500,550,NA,NA,Tennessee Tech,made,Jr. Clay,Shandon Goldman,TRUE,FALSE,Tennessee Tech,Eastern Illinois,FALSE
401258253,2021-02-13,Tennessee Tech,Eastern Illinois,8,1,18:46,2326,2326,Marvin Johnson Turnover.,6,0,6,19,0.6521466578278236,0.6338777090949805,4,4,0.5,140,"c(""Rick Shoulders"", "" Brett Miles"", "" Jeff O'Malley"")","Cookeville, TN",Hooper Eblen Center,7500,550,NA,NA,NA,NA,NA,NA,NA,NA,Eastern Illinois,Tennessee Tech,FALSE
401258253,2021-02-13,Tennessee Tech,Eastern Illinois,9,1,18:37,2317,2317,CJ Gettelfinger missed Three Point Jumper.,6,0,6,9,0.6526716382247084,0.6344330513628456,4,4,0.5,140,"c(""Rick Shoulders"", "" Brett Miles"", "" Jeff O'Malley"")","Cookeville, TN",Hooper Eblen Center,7500,550,NA,NA,Tennessee Tech,missed,CJ Gettelfinger,NA,TRUE,FALSE,Tennessee Tech,Eastern Illinois,FALSE
401258253,2021-02-13,Tennessee Tech,Eastern Illinois,10,1,18:35,2315,2315,Eastern Illinois Defensive Rebound.,6,0,6,2,0.6527885688270347,0.6345567651914193,4,4,0.5,140,"c(""Rick Shoulders"", "" Brett Miles"", "" Jeff O'Malley"")","Cookeville, TN",Hooper Eblen Center,7500,550,NA,NA,NA,NA,NA,NA,NA,NA,Tennessee Tech,Eastern Illinois,FALSE
401258253,2021-02-13,Tennessee Tech,Eastern Illinois,11,1,18:25,2305,2305,Marvin Johnson missed Layup.,6,0,6,10,0.6533746203175255,0.6351769296950062,4,4,0.5,140,"c(""Rick Shoulders"", "" Brett Miles"", "" Jeff O'Malley"")","Cookeville, TN",Hooper Eblen Center,7500,550,NA,NA,Eastern Illinois,missed,Marvin Johnson,NA,FALSE,FALSE,Eastern Illinois,Tennessee Tech,FALSE
401258253,2021-02-13,Tennessee Tech,Eastern Illinois,12,1,18:22,2302,2302,Shandon Goldman Defensive Rebound.,6,0,6,3,0.6535508752200618,0.6353634824231277,4,4,0.5,140,"c(""Rick Shoulders"", "" Brett Miles"", "" Jeff O'Malley"")","Cookeville, TN",Hooper Eblen Center,7500,550,NA,NA,NA,NA,NA,NA,NA,NA,Eastern Illinois,Tennessee Tech,FALSE
