player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
E.J. Liddell,F,37,3,16,0,7,6,8,2,5,7,4,3,2,2,4,12,TRUE,2021-03-14,Illinois,N
J. Ahrens,F,12,0,0,0,0,0,0,1,1,2,0,0,1,0,3,0,TRUE,2021-03-14,Illinois,N
J. Sueing,F,42,6,14,1,2,9,9,3,1,4,0,1,0,3,5,22,TRUE,2021-03-14,Illinois,N
D. Washington Jr.,G,40,12,21,5,10,3,5,0,8,8,0,1,0,2,2,32,TRUE,2021-03-14,Illinois,N
M. Jallow,G,19,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,TRUE,2021-03-14,Illinois,N
Z. Key,F,8,1,1,0,0,0,0,0,3,3,0,0,1,1,2,2,FALSE,2021-03-14,Illinois,N
S. Towns,F,28,1,2,1,2,1,3,2,5,7,1,0,0,0,3,4,FALSE,2021-03-14,Illinois,N
M. Johnson Jr.,G,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,FALSE,2021-03-14,Illinois,N
E. Brown III,G,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,2021-03-14,Illinois,N
C. Walker,G,33,6,10,1,3,3,3,0,4,4,6,1,0,0,3,16,FALSE,2021-03-14,Illinois,N
TEAM,NA,NA,29,65,8,25,22,30,10,27,37,11,7,4,8,26,88,FALSE,2021-03-14,Illinois,N
