game_id,away,home,away_rank,home_rank,away_score,home_score,date
401607413,Arizona,Utah,8,NA,105,99,2024-02-08
401602124,Florida Atlantic,UAB,20,NA,73,76,2024-02-08
401587942,Chattanooga,VMI,NA,NA,88,84,2024-02-08
401581216,UAlbany,Binghamton,NA,NA,57,69,2024-02-08
401587729,Milwaukee,Youngstown State,NA,NA,85,97,2024-02-08
401602123,Memphis,Temple,NA,NA,84,77,2024-02-08
401600714,William & Mary,Monmouth,NA,NA,64,68,2024-02-08
401600713,Stony Brook,Elon,NA,NA,79,64,2024-02-08
401600712,Northeastern,Campbell,NA,NA,86,76,2024-02-08
401600710,Hofstra,Hampton,NA,NA,63,59,2024-02-08
401600709,Drexel,UNC Wilmington,NA,NA,56,75,2024-02-08
401600708,Delaware,Towson,NA,NA,74,62,2024-02-08
401600376,Iowa,Penn State,NA,NA,79,89,2024-02-08
401594376,Saint Peter's,Quinnipiac,NA,NA,73,84,2024-02-08
401594356,Manhattan,Mount St. Mary's,NA,NA,78,82,2024-02-08
401594337,Marist,Siena,NA,NA,67,51,2024-02-08
401594316,Iona,Niagara,NA,NA,74,71,2024-02-08
401594299,Rider,Fairfield,NA,NA,67,84,2024-02-08
401589498,Merrimack,Long Island University,NA,NA,82,79,2024-02-08
401589487,Sacred Heart,Central Connecticut,NA,NA,70,77,2024-02-08
401589476,Wagner,Fairleigh Dickinson,NA,NA,66,62,2024-02-08
401589458,Le Moyne,Stonehill,NA,NA,88,57,2024-02-08
401587943,Samford,UNC Greensboro,NA,NA,78,69,2024-02-08
401587728,Green Bay,Robert Morris,NA,NA,81,76,2024-02-08
401587727,Oakland,Northern Kentucky,NA,NA,89,99,2024-02-08
401587726,Detroit Mercy,Wright State,NA,NA,85,92,2024-02-08
401581219,Vermont,NJIT,NA,NA,61,63,2024-02-08
401581218,UMass Lowell,UMBC,NA,NA,93,80,2024-02-08
401581217,New Hampshire,Bryant,NA,NA,66,85,2024-02-08
401574529,North Alabama,North Florida,NA,NA,79,74,2024-02-08
401574431,Central Arkansas,Jacksonville,NA,NA,55,59,2024-02-08
401573618,Middle Tennessee,Liberty,NA,NA,53,88,2024-02-08
401573617,Sam Houston,Jacksonville State,NA,NA,68,79,2024-02-08
401574105,UT Rio Grande Valley,Stephen F. Austin,NA,NA,84,92,2024-02-08
401607412,Arizona State,Colorado,NA,NA,70,82,2024-02-08
401600711,North Carolina A&T,Charleston,NA,NA,58,80,2024-02-08
401580075,Denver,South Dakota,NA,NA,86,92,2024-02-08
401580074,Omaha,North Dakota,NA,NA,78,99,2024-02-08
401580073,Oral Roberts,St. Thomas-Minnesota,NA,NA,63,85,2024-02-08
401580072,Kansas City,North Dakota State,NA,NA,78,82,2024-02-08
401574541,Queens University,Lipscomb,NA,NA,88,90,2024-02-08
401574200,Kennesaw State,Austin Peay,NA,NA,69,85,2024-02-08
401574103,Tarleton State,Utah Valley,NA,NA,72,61,2024-02-08
401573436,Montana State,Northern Colorado,NA,NA,70,73,2024-02-08
401587309,Tennessee Tech,Southeast Missouri State,NA,NA,69,88,2024-02-08
401587307,Little Rock,Western Illinois,NA,NA,63,60,2024-02-08
401587306,Tennessee State,Lindenwood,NA,NA,65,55,2024-02-08
401587305,Eastern Illinois,Southern Indiana,NA,NA,81,71,2024-02-08
401587308,SIU Edwardsville,Morehead State,NA,NA,68,79,2024-02-08
401574104,Southern Utah,Utah Tech,NA,NA,68,70,2024-02-08
401573533,Cal State Fullerton,UC Davis,NA,NA,58,71,2024-02-08
401573437,Portland State,Weber State,NA,NA,72,84,2024-02-08
401573435,Montana,Northern Arizona,NA,NA,94,66,2024-02-08
401573434,Sacramento State,Idaho State,NA,NA,40,68,2024-02-08
401607415,Washington State,Oregon State,NA,NA,64,58,2024-02-08
401607414,Washington,Oregon,NA,NA,80,85,2024-02-08
401574102,UT Arlington,California Baptist,NA,NA,63,64,2024-02-08
401574101,Abilene Christian,Seattle U,NA,NA,52,75,2024-02-08
401573535,Cal Poly,Cal State Northridge,NA,NA,65,78,2024-02-08
401573532,Cal State Bakersfield,UC Riverside,NA,NA,63,65,2024-02-08
401573531,UC Irvine,UC Santa Barbara,NA,NA,76,61,2024-02-08
401589706,San Francisco,Pepperdine,NA,NA,80,74,2024-02-08
401573534,UC San Diego,Hawai'i,NA,NA,86,94,2024-02-08
