player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
C. Wilbon,F,28,2,9,0,0,2,2,2,3,5,3,3,1,0,3,6,TRUE,2021-12-02,Montana,H
J. Komagum,C,29,2,3,0,0,2,2,1,5,6,0,0,1,1,2,6,TRUE,2021-12-02,Montana,H
W. FitzPatrick,G,35,5,10,5,8,1,4,0,3,3,0,0,0,1,1,16,TRUE,2021-12-02,Montana,H
Z. Chappell,G,23,2,9,0,2,0,0,1,3,4,0,2,0,2,4,4,TRUE,2021-12-02,Montana,H
B. Fowler,G,34,7,12,1,1,2,2,2,3,5,4,1,1,7,3,17,TRUE,2021-12-02,Montana,H
H. Clarkin,C,5,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,FALSE,2021-12-02,Montana,H
C. Holley,G,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,2021-12-02,Montana,H
M. Greene,G,9,2,2,1,1,0,0,0,0,0,0,0,0,0,2,5,FALSE,2021-12-02,Montana,H
T. Hardee,G,7,0,0,0,0,0,0,0,1,1,1,0,0,3,0,0,FALSE,2021-12-02,Montana,H
D. Highler,G,26,2,7,0,1,0,2,1,1,2,0,0,0,1,5,4,FALSE,2021-12-02,Montana,H
TEAM,NA,NA,22,52,7,13,7,12,9,22,31,9,6,3,17,20,58,FALSE,2021-12-02,Montana,H
