game_id,date,home,away,play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,naive_win_prob,home_time_out_remaining,away_time_out_remaining,home_favored_by,shot_x,shot_y,shot_team,shot_outcome,shooter,assist,three_pt,free_throw,possession_before,possession_after
401172272,2020-02-21,Columbia,Brown,1,1,20:00,2400,2400,PLAY,0,0,0,0,0.45997804817301924,0.5,4,4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brown
401172272,2020-02-21,Columbia,Brown,2,1,19:46,2386,2386,Zach Hunsaker Turnover.,0,0,0,14,0.4600338556305412,0.5,4,4,-1,NA,NA,NA,NA,NA,NA,NA,NA,Brown,Columbia
401172272,2020-02-21,Columbia,Brown,3,1,19:46,2386,2386,Tai Bibbs Steal.,0,0,0,0,0.4600338556305412,0.5,4,4,-1,NA,NA,NA,NA,NA,NA,NA,NA,Brown,Columbia
401172272,2020-02-21,Columbia,Brown,4,1,19:41,2381,2381,Jake Killingsworth Turnover.,0,0,0,5,0.46005401381378,0.5,4,4,-1,NA,NA,NA,NA,NA,NA,NA,NA,Columbia,Brown
401172272,2020-02-21,Columbia,Brown,5,1,19:41,2381,2381,Tamenang Choh Steal.,0,0,0,0,0.46005401381378,0.5,4,4,-1,NA,NA,NA,NA,NA,NA,NA,NA,Columbia,Brown
401172272,2020-02-21,Columbia,Brown,6,1,19:36,2376,2376,Perry Cowan missed Three Point Jumper.,0,0,0,5,0.4600742927940143,0.5,4,4,-1,NA,NA,Brown,missed,Perry Cowan,NA,TRUE,FALSE,Brown,Brown
401172272,2020-02-21,Columbia,Brown,7,1,19:31,2371,2371,Jaylan Gainey Offensive Rebound.,0,0,0,5,0.4600946934153328,0.5,4,4,-1,NA,NA,NA,NA,NA,NA,NA,NA,Brown,Brown
401172272,2020-02-21,Columbia,Brown,8,1,19:30,2370,2370,Brandon Anderson missed Three Point Jumper.,0,0,0,1,0.46009878821080885,0.5,4,4,-1,NA,NA,Brown,missed,Brandon Anderson,NA,TRUE,FALSE,Brown,Brown
401172272,2020-02-21,Columbia,Brown,9,1,19:27,2367,2367,Tamenang Choh Offensive Rebound.,0,0,0,3,0.46011110206121764,0.5,4,4,-1,NA,NA,NA,NA,NA,NA,NA,NA,Brown,Brown
401172272,2020-02-21,Columbia,Brown,10,1,19:27,2367,2367,Foul on Tai Bibbs.,0,0,0,0,0.46011110206121764,0.5,4,4,-1,NA,NA,NA,NA,NA,NA,NA,NA,Brown,Brown
401172272,2020-02-21,Columbia,Brown,11,1,19:27,2367,2367,Tamenang Choh made Free Throw.,0,1,-1,0,0.4379256713743717,0.4775926399573364,4,4,-1,NA,NA,Brown,made,Tamenang Choh,NA,FALSE,TRUE,Brown,Brown
401172272,2020-02-21,Columbia,Brown,12,1,19:26,2366,2366,Tamenang Choh missed Free Throw.,0,1,-1,1,0.43791912140177003,0.4775818683145915,4,4,-1,NA,NA,Brown,missed,Tamenang Choh,NA,FALSE,TRUE,Brown,Columbia
401172272,2020-02-21,Columbia,Brown,13,1,19:25,2365,2365,Randy Brumant Defensive Rebound.,0,1,-1,1,0.4379125694466772,0.4775710897119658,4,4,-1,NA,NA,NA,NA,NA,NA,NA,NA,Brown,Columbia
401172272,2020-02-21,Columbia,Brown,14,1,19:13,2353,2353,Mike Smith missed Jumper.,0,1,-1,12,0.43783380323503435,0.47744121320386645,4,4,-1,NA,NA,Columbia,missed,Mike Smith,NA,FALSE,FALSE,Columbia,Brown
401172272,2020-02-21,Columbia,Brown,15,1,19:09,2349,2349,Jaylan Gainey Defensive Rebound.,0,1,-1,4,0.43780749518660766,0.47739770703372547,4,4,-1,NA,NA,NA,NA,NA,NA,NA,NA,Columbia,Brown
401172272,2020-02-21,Columbia,Brown,16,1,18:52,2332,2332,Brandon Anderson Turnover.,0,1,-1,17,0.4376954564158754,0.4772116638366978,4,4,-1,NA,NA,NA,NA,NA,NA,NA,NA,Brown,Columbia
401172272,2020-02-21,Columbia,Brown,17,1,18:52,2332,2332,Randy Brumant Steal.,0,1,-1,0,0.4376954564158754,0.4772116638366978,4,4,-1,NA,NA,NA,NA,NA,NA,NA,NA,Brown,Columbia
401172272,2020-02-21,Columbia,Brown,18,1,18:38,2318,2318,Randy Brumant missed Jumper.,0,1,-1,14,0.4376029927403625,0.4770571302290807,4,4,-1,NA,NA,Columbia,missed,Randy Brumant,NA,FALSE,FALSE,Columbia,Brown
