player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
J. Johnson,F,29,9,13,0,0,1,1,3,6,9,1,0,1,3,1,19,TRUE,2006-11-26,UNC Wilmington,H
R. Dickerson,F,14,3,5,2,4,0,0,0,1,1,0,3,0,0,1,8,TRUE,2006-11-26,UNC Wilmington,H
D. Lawrence,F,33,2,8,1,6,3,4,2,2,4,1,1,2,4,2,8,TRUE,2006-11-26,UNC Wilmington,H
P. McCandies,C,29,7,10,0,1,1,1,5,10,15,1,2,1,1,2,15,TRUE,2006-11-26,UNC Wilmington,H
K. Diarra,C,7,1,4,0,0,0,0,1,1,2,0,0,0,0,0,2,TRUE,2006-11-26,UNC Wilmington,H
D. Draper,G,35,8,15,5,8,7,7,2,3,5,4,3,1,3,0,28,FALSE,2006-11-26,UNC Wilmington,H
M. Hammond,G,21,0,3,0,1,2,2,0,1,1,1,1,0,1,0,2,FALSE,2006-11-26,UNC Wilmington,H
J. Parris,G,2,0,0,0,0,2,2,0,0,0,1,0,0,0,1,2,FALSE,2006-11-26,UNC Wilmington,H
D. Baller,G,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,2006-11-26,UNC Wilmington,H
T. Skripkauskas,G,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,FALSE,2006-11-26,UNC Wilmington,H
T. White Jr.,G,25,1,7,0,5,2,2,0,2,2,1,1,0,0,1,4,FALSE,2006-11-26,UNC Wilmington,H
J. deBoer,G,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,2006-11-26,UNC Wilmington,H
TEAM,NA,NA,32,67,9,27,18,19,14,28,42,11,11,5,13,8,91,FALSE,2006-11-26,UNC Wilmington,H
