date,game_id,home,away
2016-02-23,400816927,Georgia Southern,Georgia State
2016-02-23,400817164,Colorado State,New Mexico
2016-02-23,400830468,Kentucky,Alabama
2016-02-23,400830470,Arkansas,LSU
2016-02-23,400830472,Ole Miss,Missouri
2016-02-23,400830474,Florida,Vanderbilt
2016-02-23,400831549,Baylor,Kansas
2016-02-23,400831550,Texas Tech,TCU
2016-02-23,400835307,Tulsa,Temple
2016-02-23,400835678,Saint Louis,Dayton
2016-02-23,400839181,Boston College,Virginia Tech
2016-02-23,400839331,Ohio State,Michigan State
2016-02-23,400839359,Minnesota,Rutgers
2016-02-23,400839765,Georgia Tech,Clemson
2016-02-23,400840918,Bowling Green,Ohio
2016-02-23,400841006,Davidson,Rhode Island
2016-02-23,400841052,Boston University,Army
2016-02-23,400841846,Miami (OH),Akron
2016-02-23,400841870,Toledo,Ball State
2016-02-23,400841907,Buffalo,Kent State
2016-02-23,400841947,Eastern Michigan,Western Michigan
2016-02-23,400842041,Manhattan,Saint Peter's
2016-02-23,400842054,Marist,Rider
2016-02-23,400843795,Bradley,Evansville
2016-02-23,400845095,Boise State,UNLV
2016-02-23,400847064,Texas A&M-CC,Abilene Christian
