number,name,position,height,weight,class,hometown
0,Charles Hill Sr.,G,"6' 2""",NA,FR,NA
1,Jarvis Ray,G,"6' 6""",NA,JR,NA
2,Connell Crossland,F,"6' 7""",NA,SR,NA
3,Clyde Smith III,G,"6' 2""",NA,FR,NA
4,Amric Fields,F,"6' 9""",NA,JR,NA
5,Kyan Anderson,G,"5' 11""",NA,SO,NA
10,Kemal Dincer,G,"6' 3""",NA,FR,NA
11,Thomas Montigel,G,"6' 2""",NA,JR,NA
21,Nate Butler,G,"6' 6""",NA,SR,NA
23,Devonta Abron,F,"6' 8""",NA,SO,NA
24,Adrick McKinney,F,"6' 8""",NA,SR,NA
25,Chris Zurcher,G,"6' 0""",NA,JR,NA
33,Garlon Green,G,"6' 7""",NA,SR,NA
