number,name,position,height,weight,class,hometown
0,Justin Banks,C,"7' 0""",NA,JR,NA
4,Justin Colvin,G,"6' 3""",NA,FR,NA
10,Jeremy Crutcher,G,"5' 8""",NA,JR,NA
11,Arthur Capers,F,"6' 5""",NA,JR,NA
12,Green Hill,G,"5' 10""",NA,JR,NA
20,Jose Long,F,"6' 5""",NA,JR,NA
22,Tyler Davis,G,"6' 2""",NA,FR,NA
30,Demarquelle Tabb,F,"6' 5""",NA,SR,NA
33,Baryn Houston,F,"6' 7""",NA,FR,NA
34,David Basil,F,"6' 6""",NA,FR,NA
35,Nicholas West,F,"6' 10""",NA,FR,NA
40,Brandon Ellis,G,"6' 3""",NA,JR,NA
45,Justin Wagner,G,"6' 6""",NA,SO,NA
52,Anthony Lanier,C,"6' 6""",NA,SO,NA
