number,name,position,height,weight,class,hometown
0,Kendall Anthony,G,"5' 8""",NA,SO,NA
1,Luke Moyer,G,"6' 0""",NA,FR,NA
2,Cedrick Lindsay,G,"6' 1""",NA,JR,NA
3,Darien Brothers,G,"6' 3""",NA,SR,NA
4,Wayne Sparrow,G,"6' 3""",NA,SO,NA
5,Trey Davis,F,"6' 5""",NA,FR,NA
10,Jonathan Benjamin,G,"6' 1""",NA,SR,NA
11,Deion Taylor,F,"6' 8""",NA,FR,NA
12,John Moran,,"6' 3""",NA,FR,NA
15,Terry Allen,F,"6' 8""",NA,FR,NA
22,Greg Robbins,G,"6' 5""",NA,SR,NA
25,Luke Piotrowski,C,"6' 11""",NA,FR,NA
30,Zach Chu,G,"5' 8""",NA,SO,NA
33,Alonzo Nelson-Ododa,F,"6' 9""",NA,FR,NA
34,Derrick Williams,F,"6' 6""",NA,JR,NA
