number,name,position,height,weight,class,hometown
1,Glen Dean,G,"5' 10""",NA,JR,NA
2,Aaron Dotson,G,"6' 4""",NA,JR,NA
3,Justin Seymour,G,"6' 3""",NA,FR,NA
5,Jarred DuBois,G,"6' 5""",NA,SR,NA
10,Renan Lenz,F,"6' 9""",NA,JR,NA
11,Brandon Taylor,G,"5' 10""",NA,FR,NA
13,Alex Mortensen,G,"6' 1""",NA,SO,NA
14,Dakarai Tucker,G,"6' 5""",NA,FR,NA
20,Ryan Osterloh,G,"6' 3""",NA,SR,NA
21,Jordan Loveridge,F,"6' 6""",NA,FR,NA
31,Dallin Bachynski,C,"7' 0""",NA,SO,NA
40,Alexander Ricketts,F,"6' 7""",NA,SO,NA
41,Jeremy Olsen,F,"6' 10""",NA,FR,NA
42,Jason Washburn,C,"7' 0""",NA,SR,NA
43,Cedric Martin,G,"6' 4""",NA,SR,NA
