number,name,position,height,weight,class,hometown
0,Tommy Carpenter,F,"6' 7""",NA,FR,NA
1,Tyler Melville,G,"6' 2""",NA,JR,NA
2,Mack McKearney,G,"6' 2""",NA,SO,NA
3,Connor Boehm,F,"6' 7""",NA,FR,NA
4,Kevin Crescenzi,G,"6' 3""",NA,FR,NA
5,Matt Rennie,F,"6' 8""",NA,FR,NA
10,Malik Gill,G,"5' 9""",NA,FR,NA
11,Alex Mitola,G,"5' 11""",NA,FR,NA
12,Gabas Maldunas,F,"6' 9""",NA,SO,NA
21,Will McConnell,F,"6' 6""",NA,SO,NA
22,Kirill Savolainen,G,"6' 5""",NA,SO,NA
23,John Golden,F,"6' 6""",NA,SO,NA
25,Brtandon McDonnell,F,"6' 8""",NA,FR,NA
33,Jvonte Brooks,F,"6' 6""",NA,SO,NA
44,Matt LaBove,C,"6' 9""",NA,SR,NA
