number,name,position,height,weight,class,hometown
1,Jon McAllian,G,"6' 6""",NA,SR,NA
3,Jon Mesghna,G,"6' 6""",NA,JR,NA
5,Zarko Valjarevic,F,"6' 4""",NA,SO,NA
10,Shaun Lawton,G,"6' 5""",NA,FR,NA
11,Leon Cooper,G,"6' 3""",NA,SO,NA
12,Xavier Pollard,G,"6' 3""",NA,SO,NA
13,Stefan Micovic,F,"6' 9""",NA,FR,NA
14,Justin Edwards,G,"6' 3""",NA,SO,NA
15,Alasdair Fraser,F,"6' 7""",NA,JR,NA
23,Kilian Cato,F,"6' 7""",NA,SO,NA
25,Till Gloger,F,"6' 8""",NA,FR,NA
32,Dimitry Coronel,G,"6' 4""",NA,FR,NA
33,Ethan Mackey,F,"6' 7""",NA,FR,NA
42,Luke Hetterman,G,"5' 9""",NA,SO,NA
44,Mike Allison,C,"6' 9""",NA,SR,NA
