number,name,position,height,weight,class,hometown
0,Dylen Setzekorn,G,"6' 7""",NA,SO,NA
1,Raemond Robinson,G,"6' 3""",NA,FR,NA
3,Janeil Jenkins,G,"5' 11""",NA,FR,NA
10,Marshall Harris III,G,"6' 1""",NA,SO,NA
12,Ashton Moore,G,"6' 0""",NA,SO,NA
21,Michael Hundley,F,"6' 9""",NA,SO,NA
22,Stephen Elmore,F,"6' 6""",NA,SR,NA
24,Lawrence Miller,G,"6' 1""",NA,SO,NA
25,C.J. Bray,F,"6' 7""",NA,SO,NA
30,Matt Van Scyoc,F,"6' 6""",NA,FR,NA
31,Mike Groselle,C,"6' 8""",NA,SR,NA
33,Quinton Marshall,F,"6' 5""",NA,FR,NA
44,P.J. Horgan,F,"6' 8""",NA,SO,NA
