number,name,position,height,weight,class,hometown
2,Chris O'Brien,G,"6' 4""",NA,SR,NA
3,Maliik Love,G,"6' 2""",NA,JR,NA
5,Reese Morgan,G,"6' 2""",NA,FR,NA
11,Max Betkowski,G,"6' 2""",NA,FR,NA
13,Dylan Royer,G,"6' 1""",NA,SR,NA
22,Drake U'u,G,"6' 5""",NA,SR,NA
23,Zach Allmon,F,"6' 7""",NA,FR,NA
24,Jamal Johnson,G,"6' 0""",NA,JR,NA
25,Joel Awich,F,"6' 7""",NA,FR,NA
33,Chris Eversley,F,"6' 7""",NA,JR,NA
34,Brian Bennett,F,"6' 9""",NA,FR,NA
35,Kyle Odister,G,"6' 0""",NA,JR,NA
42,Anthony Silvestri,F,"6' 7""",NA,FR,NA
44,Zach Gordon,F,"6' 8""",NA,FR,NA
