number,name,position,height,weight,class,hometown
1,Jacob Holmen,F,"6' 8""",NA,SR,NA
2,Brandan Walton,G,"6' 2""",NA,SR,NA
3,Alzee Williams,G,"6' 4""",NA,SR,NA
4,P.J. Hardwick,G,"5' 10""",NA,FR,NA
5,Chris Jones,G,"6' 2""",NA,SO,NA
10,Austin Mitchell,,NA,NA,N/A,NA
11,Justin Patton,F,"6' 7""",NA,SR,NA
13,Tony Mitchell,F,"6' 8""",NA,SO,NA
22,Clarke Overlander,G,"6' 5""",NA,FR,NA
23,Jordan Williams,G,"6' 6""",NA,SO,NA
25,Niko Stojilkovic,F,"6' 9""",NA,SR,NA
32,Roger Franklin,G,"6' 5""",NA,SR,NA
44,Keith Coleman,F,"6' 10""",NA,SO,NA
