number,name,position,height,weight,class,hometown
0,Jerome Hairston,G,"6' 3""",NA,FR,NA
1,Marcus Damas,F,"6' 7""",NA,JR,NA
3,Kris Walden,G,"6' 1""",NA,SO,NA
10,Bryan Blackstone,G,"5' 10""",NA,SR,NA
11,Christian Collins,G,"6' 0""",NA,JR,NA
12,Barrington Alston,F,"6' 8""",NA,FR,NA
15,Timajh Parker-Rivera,F,"6' 7""",NA,FR,NA
20,Jerrelle Benimon,F,"6' 8""",NA,JR,NA
21,Jeremy Schulkin,G,"6' 4""",NA,FR,NA
22,Rafriel Guthrie,G,"6' 3""",NA,JR,NA
23,Mike Burwell,G,"6' 5""",NA,JR,NA
24,Bilal Dixon,C,"6' 9""",NA,SR,NA
44,Jamel Flash,F,"6' 11""",NA,SO,NA
