number,name,position,height,weight,class,hometown
0,Khion Sankey,G,"6' 5""",NA,JR,NA
1,Malcolm Smith,F,"6' 5""",NA,SO,NA
3,Carter Sanderson,G,"6' 1""",NA,SO,NA
4,Deonte Alexander,G,"6' 1""",NA,SR,NA
5,J.J. Butler,G,"6' 3""",NA,FR,NA
10,Talbott Denny,G,"6' 6""",NA,FR,NA
14,John Ross Glover,G,"6' 4""",NA,FR,NA
15,Dylan Green,G,"6' 4""",NA,FR,NA
20,Chad Johnson,G,"6' 0""",NA,SO,NA
22,J.C. Hampton,G,"6' 1""",NA,FR,NA
32,Oscar Garcia,C,"6' 8""",NA,JR,NA
35,Martin Smith,F,"6' 4""",NA,SO,NA
41,Stephen Hurt,C,"6' 10""",NA,FR,NA
42,Zack Ellis,F,"6' 6""",NA,JR,NA
