number,name,position,height,weight,class,hometown
1,Trevin Harris,F,"6' 6""",NA,JR,NA
2,Colin Beatty,G,"6' 4""",NA,SR,NA
3,Sama Taku,G,"6' 1""",NA,JR,NA
5,Spencer Llewellyn,G,"6' 3""",NA,SO,NA
10,Reed Kamler,G,"6' 0""",NA,SR,NA
11,Lorenzo McCloud,G,"6' 0""",NA,SR,NA
12,Andrew Bock,G,"6' 2""",NA,JR,NA
13,Khalil Kelley,F,"6' 9""",NA,JR,NA
15,Aaron Short,F,"6' 3""",NA,JR,NA
20,Ross Rivera,F,"6' 7""",NA,JR,NA
21,Rodrigo De Souza,G,"6' 2""",NA,SR,NA
22,Markus Duran,G,"6' 0""",NA,SR,NA
24,Travis Fulton,F,"6' 6""",NA,SR,NA
25,Jordan Turner,F,"6' 5""",NA,SR,NA
33,Tony Gill,F,"6' 8""",NA,JR,NA
42,Tim Thomas,C,"6' 10""",NA,JR,NA
