number,name,position,height,weight,class,hometown
0,Worrel Clahar,G,"5' 11""",NA,SR,NA
2,Edwind McGhee,G,"6' 3""",NA,JR,NA
3,Jodan Price,G,"6' 7""",NA,FR,NA
10,Derrell Robertson,C,"6' 10""",NA,SO,NA
12,Cleveland Melvin,F,"6' 8""",NA,JR,NA
13,Cory Dolins,G,"6' 0""",NA,FR,NA
15,Moses Morgan,F,"6' 6""",NA,JR,NA
20,Brandon Young,G,"6' 4""",NA,JR,NA
21,Jamee Crockett,F,"6' 4""",NA,SO,NA
23,Donnavan Kirk,F,"6' 9""",NA,JR,NA
25,Durrell McDonald,G,"6' 1""",NA,FR,NA
30,Peter Ryckbosch,F,"6' 9""",NA,FR,NA
32,Charles McKinney,G,"6' 3""",NA,SO,NA
34,Stuart Pirri,F,"6' 8""",NA,SR,NA
35,Montray Clemons,F,"6' 7""",NA,FR,NA
